CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_uni_bi_disperse.py
MEM 0.441406 1752203675.1065
MEM 25.820312 1752203675.2068
MEM 28.851562 1752203675.3071
MEM 35.726562 1752203675.4074
MEM 39.851562 1752203675.5077
MEM 48.652344 1752203675.6080
MEM 54.027344 1752203675.7084
MEM 56.277344 1752203675.8087
MEM 63.027344 1752203675.9090
MEM 40.062500 1752203676.0093
