CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.269531 1752203389.4938
MEM 22.964844 1752203389.5941
MEM 22.964844 1752203389.6943
MEM 22.964844 1752203389.7946
MEM 22.964844 1752203389.8948
MEM 22.964844 1752203389.9950
MEM 22.964844 1752203390.0952
MEM 22.964844 1752203390.1955
MEM 22.964844 1752203390.2959
MEM 22.964844 1752203390.3962
MEM 22.964844 1752203390.4965
