CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751599579.8208
MEM 23.046875 1751599579.9211
MEM 23.046875 1751599580.0214
MEM 23.046875 1751599580.1227
MEM 23.046875 1751599580.2230
MEM 23.046875 1751599580.3234
MEM 23.046875 1751599580.4237
MEM 23.046875 1751599580.5240
MEM 23.046875 1751599580.6243
MEM 23.046875 1751599580.7246
MEM 23.046875 1751599580.8249
