CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.441406 1751612822.4713
MEM 23.148438 1751612822.5716
MEM 23.148438 1751612822.6719
MEM 23.148438 1751612822.7721
MEM 23.148438 1751612822.8724
MEM 23.148438 1751612822.9727
MEM 23.148438 1751612823.0730
MEM 23.148438 1751612823.1733
MEM 23.148438 1751612823.2736
MEM 23.148438 1751612823.3739
MEM 23.148438 1751612823.4741
