CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.441406 1751589559.0135
MEM 23.085938 1751589559.1138
MEM 23.085938 1751589559.2142
MEM 23.085938 1751589559.3145
MEM 23.085938 1751589559.4148
MEM 23.085938 1751589559.5151
MEM 23.085938 1751589559.6154
MEM 23.085938 1751589559.7158
MEM 23.085938 1751589559.8168
MEM 23.085938 1751589559.9171
MEM 23.085938 1751589560.0174
