CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_uni_bi_disperse.py
MEM 0.281250 1751839395.5798
MEM 25.941406 1751839395.6801
MEM 28.957031 1751839395.7804
MEM 30.707031 1751839395.8807
MEM 30.707031 1751839395.9811
MEM 30.707031 1751839396.0814
MEM 30.707031 1751839396.1817
MEM 30.707031 1751839396.2821
MEM 30.707031 1751839396.3824
MEM 30.707031 1751839396.4827
MEM 30.707031 1751839396.5830
MEM 30.707031 1751839396.6834
MEM 30.707031 1751839396.7837
MEM 30.707031 1751839396.8840
MEM 30.707031 1751839396.9844
MEM 30.707031 1751839397.0847
MEM 30.707031 1751839397.1850
MEM 30.707031 1751839397.2853
MEM 30.707031 1751839397.3856
MEM 30.707031 1751839397.4860
MEM 30.707031 1751839397.5863
MEM 30.707031 1751839397.6867
MEM 30.707031 1751839397.7870
MEM 30.707031 1751839397.8873
MEM 30.707031 1751839397.9876
MEM 30.707031 1751839398.0880
MEM 30.707031 1751839398.1883
MEM 30.707031 1751839398.2886
MEM 30.707031 1751839398.3889
MEM 30.707031 1751839398.4893
MEM 30.707031 1751839398.5896
MEM 30.707031 1751839398.6899
MEM 30.707031 1751839398.7903
MEM 30.707031 1751839398.8906
MEM 30.707031 1751839398.9909
MEM 30.707031 1751839399.0913
MEM 30.707031 1751839399.1916
MEM 30.707031 1751839399.2919
MEM 30.707031 1751839399.3922
MEM 30.707031 1751839399.4926
MEM 30.707031 1751839399.5929
MEM 30.707031 1751839399.6932
MEM 30.707031 1751839399.7935
MEM 30.707031 1751839399.8938
MEM 30.707031 1751839399.9942
MEM 30.707031 1751839400.0945
MEM 30.707031 1751839400.1948
MEM 30.707031 1751839400.2951
MEM 30.707031 1751839400.3954
MEM 30.707031 1751839400.4957
MEM 30.707031 1751839400.5960
MEM 30.707031 1751839400.6964
MEM 30.707031 1751839400.7967
MEM 30.707031 1751839400.8970
MEM 30.707031 1751839400.9974
MEM 30.707031 1751839401.0977
MEM 30.707031 1751839401.1980
MEM 30.707031 1751839401.2984
MEM 30.707031 1751839401.3987
MEM 30.707031 1751839401.4990
MEM 30.707031 1751839401.5993
MEM 30.707031 1751839401.6996
MEM 30.707031 1751839401.8000
MEM 30.707031 1751839401.9003
MEM 30.707031 1751839402.0006
MEM 30.707031 1751839402.1010
MEM 30.707031 1751839402.2013
MEM 30.707031 1751839402.3017
MEM 30.707031 1751839402.4020
MEM 30.707031 1751839402.5024
MEM 30.707031 1751839402.6027
MEM 30.707031 1751839402.7030
MEM 30.707031 1751839402.8034
MEM 30.707031 1751839402.9037
