CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751600583.6915
MEM 23.164062 1751600583.7919
MEM 23.164062 1751600583.8922
MEM 23.164062 1751600583.9925
MEM 23.164062 1751600584.0928
MEM 23.164062 1751600584.1932
MEM 23.164062 1751600584.2947
MEM 23.164062 1751600584.3950
MEM 23.164062 1751600584.4952
MEM 23.164062 1751600584.5956
MEM 23.164062 1751600584.6959
