CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_uni_bi_small.py
MEM 0.140625 1761148617.8567
MEM 32.035156 1761148617.9591
MEM 51.835938 1761148618.0593
MEM 69.332031 1761148618.1596
MEM 84.738281 1761148618.2599
MEM 91.957031 1761148618.3601
MEM 97.332031 1761148618.4604
MEM 101.996094 1761148618.5606
MEM 102.621094 1761148618.6610
MEM 105.015625 1761148618.7613
