CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_uni_bi_disperse.py
MEM 0.277344 1751846370.5001
MEM 26.292969 1751846370.6004
MEM 29.589844 1751846370.7007
MEM 38.214844 1751846370.8010
MEM 44.089844 1751846370.9013
MEM 53.839844 1751846371.0016
MEM 60.589844 1751846371.1019
MEM 66.464844 1751846371.2023
MEM 76.214844 1751846371.3026
MEM 80.839844 1751846371.4029
MEM 71.835938 1751846371.5032
MEM 68.847656 1751846371.6035
MEM 68.722656 1751846371.7039
MEM 68.765625 1751846371.8042
MEM 68.765625 1751846371.9045
MEM 68.765625 1751846372.0049
MEM 68.890625 1751846372.1052
MEM 68.890625 1751846372.2056
MEM 68.890625 1751846372.3059
MEM 68.890625 1751846372.4062
MEM 68.890625 1751846372.5066
MEM 68.890625 1751846372.6069
MEM 68.890625 1751846372.7072
MEM 68.890625 1751846372.8075
MEM 69.015625 1751846372.9079
MEM 69.015625 1751846373.0082
MEM 69.015625 1751846373.1085
MEM 69.015625 1751846373.2089
MEM 69.140625 1751846373.3092
MEM 69.140625 1751846373.4095
MEM 69.140625 1751846373.5099
MEM 69.140625 1751846373.6102
MEM 69.140625 1751846373.7105
MEM 69.140625 1751846373.8109
MEM 69.140625 1751846373.9112
MEM 69.265625 1751846374.0115
MEM 69.265625 1751846374.1118
MEM 69.265625 1751846374.2122
MEM 69.390625 1751846374.3125
MEM 69.390625 1751846374.4128
MEM 69.390625 1751846374.5132
MEM 69.515625 1751846374.6135
MEM 69.515625 1751846374.7139
MEM 69.515625 1751846374.8142
MEM 69.515625 1751846374.9145
MEM 69.515625 1751846375.0148
MEM 69.515625 1751846375.1152
MEM 69.515625 1751846375.2155
MEM 69.468750 1751846375.3158
MEM 69.468750 1751846375.4161
MEM 69.468750 1751846375.5164
MEM 69.468750 1751846375.6168
MEM 69.468750 1751846375.7171
MEM 69.468750 1751846375.8174
MEM 69.468750 1751846375.9178
MEM 69.468750 1751846376.0181
MEM 69.593750 1751846376.1184
MEM 69.593750 1751846376.2188
MEM 69.843750 1751846376.3191
MEM 69.843750 1751846376.4195
MEM 69.843750 1751846376.5199
MEM 69.843750 1751846376.6202
MEM 69.843750 1751846376.7205
MEM 69.843750 1751846376.8208
MEM 69.843750 1751846376.9211
MEM 69.843750 1751846377.0215
MEM 69.843750 1751846377.1218
MEM 69.843750 1751846377.2221
MEM 69.843750 1751846377.3225
MEM 69.843750 1751846377.4229
MEM 69.968750 1751846377.5232
MEM 69.968750 1751846377.6235
MEM 69.968750 1751846377.7240
MEM 69.968750 1751846377.8243
MEM 70.093750 1751846377.9246
MEM 70.093750 1751846378.0250
MEM 70.093750 1751846378.1253
MEM 70.093750 1751846378.2256
MEM 70.093750 1751846378.3260
MEM 70.093750 1751846378.4263
MEM 70.093750 1751846378.5266
MEM 70.093750 1751846378.6269
MEM 70.093750 1751846378.7286
MEM 70.093750 1751846378.8290
MEM 70.093750 1751846378.9293
MEM 70.218750 1751846379.0297
MEM 70.218750 1751846379.1300
MEM 70.218750 1751846379.2304
MEM 70.218750 1751846379.3307
MEM 70.218750 1751846379.4310
MEM 70.218750 1751846379.5314
MEM 70.218750 1751846379.6316
MEM 70.468750 1751846379.7320
MEM 70.468750 1751846379.8323
MEM 70.468750 1751846379.9339
MEM 70.468750 1751846380.0359
MEM 70.468750 1751846380.1369
MEM 70.468750 1751846380.2379
MEM 70.468750 1751846380.3389
MEM 70.468750 1751846380.4392
MEM 70.468750 1751846380.5395
MEM 70.468750 1751846380.6398
MEM 70.468750 1751846380.7401
MEM 70.468750 1751846380.8404
MEM 70.468750 1751846380.9407
MEM 70.468750 1751846381.0410
MEM 70.468750 1751846381.1413
MEM 70.468750 1751846381.2416
MEM 70.468750 1751846381.3420
MEM 70.468750 1751846381.4423
MEM 70.468750 1751846381.5426
MEM 70.468750 1751846381.6429
MEM 70.468750 1751846381.7432
MEM 70.468750 1751846381.8435
MEM 70.468750 1751846381.9438
MEM 70.468750 1751846382.0441
MEM 70.468750 1751846382.1445
MEM 70.468750 1751846382.2448
MEM 70.468750 1751846382.3451
MEM 70.468750 1751846382.4455
MEM 70.468750 1751846382.5459
MEM 70.468750 1751846382.6462
MEM 70.468750 1751846382.7465
MEM 70.468750 1751846382.8469
MEM 70.468750 1751846382.9472
MEM 70.468750 1751846383.0475
MEM 70.468750 1751846383.1478
MEM 70.468750 1751846383.2483
MEM 70.468750 1751846383.3486
MEM 70.468750 1751846383.4489
MEM 70.468750 1751846383.5492
MEM 70.468750 1751846383.6495
MEM 70.468750 1751846383.7499
MEM 70.468750 1751846383.8502
MEM 70.468750 1751846383.9506
MEM 70.468750 1751846384.0509
MEM 70.468750 1751846384.1513
MEM 70.468750 1751846384.2516
MEM 70.468750 1751846384.3519
MEM 70.468750 1751846384.4523
MEM 70.468750 1751846384.5526
MEM 70.468750 1751846384.6529
MEM 70.468750 1751846384.7532
MEM 70.468750 1751846384.8535
MEM 70.468750 1751846384.9539
MEM 70.468750 1751846385.0542
MEM 70.468750 1751846385.1545
MEM 70.468750 1751846385.2549
MEM 70.468750 1751846385.3552
MEM 70.468750 1751846385.4555
MEM 70.468750 1751846385.5558
MEM 70.468750 1751846385.6562
MEM 70.468750 1751846385.7565
MEM 70.468750 1751846385.8569
MEM 70.468750 1751846385.9572
MEM 70.468750 1751846386.0575
MEM 70.593750 1751846386.1579
MEM 70.593750 1751846386.2582
MEM 70.593750 1751846386.3586
MEM 70.593750 1751846386.4589
MEM 70.593750 1751846386.5592
MEM 70.593750 1751846386.6595
MEM 70.593750 1751846386.7599
MEM 70.593750 1751846386.8602
MEM 70.593750 1751846386.9605
MEM 70.593750 1751846387.0608
MEM 70.593750 1751846387.1612
MEM 70.593750 1751846387.2615
MEM 70.593750 1751846387.3618
MEM 70.968750 1751846387.4621
MEM 70.968750 1751846387.5624
MEM 70.968750 1751846387.6628
MEM 70.968750 1751846387.7632
MEM 70.968750 1751846387.8635
MEM 70.968750 1751846387.9638
MEM 70.968750 1751846388.0642
MEM 70.968750 1751846388.1645
MEM 70.968750 1751846388.2648
MEM 70.968750 1751846388.3652
MEM 70.968750 1751846388.4655
MEM 70.968750 1751846388.5658
MEM 70.968750 1751846388.6662
MEM 70.968750 1751846388.7665
MEM 70.968750 1751846388.8668
MEM 70.968750 1751846388.9672
MEM 70.968750 1751846389.0675
MEM 70.968750 1751846389.1678
MEM 70.968750 1751846389.2681
MEM 70.968750 1751846389.3685
MEM 70.968750 1751846389.4688
MEM 70.968750 1751846389.5692
MEM 70.968750 1751846389.6695
MEM 70.968750 1751846389.7698
MEM 70.968750 1751846389.8702
MEM 70.968750 1751846389.9705
MEM 70.968750 1751846390.0709
MEM 70.968750 1751846390.1712
MEM 70.968750 1751846390.2715
MEM 70.968750 1751846390.3719
MEM 70.968750 1751846390.4722
MEM 70.968750 1751846390.5725
MEM 70.968750 1751846390.6728
MEM 70.968750 1751846390.7732
MEM 70.968750 1751846390.8735
MEM 70.968750 1751846390.9739
MEM 70.968750 1751846391.0742
MEM 70.968750 1751846391.1745
MEM 70.968750 1751846391.2749
MEM 70.968750 1751846391.3752
MEM 70.968750 1751846391.4755
MEM 70.968750 1751846391.5759
MEM 70.968750 1751846391.6762
MEM 70.968750 1751846391.7765
MEM 70.968750 1751846391.8768
MEM 70.968750 1751846391.9772
MEM 70.968750 1751846392.0775
MEM 70.968750 1751846392.1778
MEM 70.968750 1751846392.2782
MEM 70.968750 1751846392.3785
MEM 70.968750 1751846392.4788
MEM 70.968750 1751846392.5792
MEM 70.968750 1751846392.6795
MEM 70.968750 1751846392.7798
MEM 70.968750 1751846392.8801
MEM 70.968750 1751846392.9805
MEM 70.968750 1751846393.0808
MEM 70.968750 1751846393.1811
MEM 70.968750 1751846393.2814
MEM 70.968750 1751846393.3818
MEM 70.968750 1751846393.4821
MEM 70.968750 1751846393.5824
MEM 70.968750 1751846393.6827
MEM 70.968750 1751846393.7830
MEM 70.968750 1751846393.8833
MEM 70.968750 1751846393.9836
MEM 70.968750 1751846394.0839
MEM 70.968750 1751846394.1842
MEM 70.968750 1751846394.2845
MEM 70.968750 1751846394.3849
MEM 70.968750 1751846394.4852
MEM 70.968750 1751846394.5855
MEM 70.968750 1751846394.6859
MEM 70.968750 1751846394.7862
MEM 70.968750 1751846394.8865
MEM 70.968750 1751846394.9868
MEM 70.968750 1751846395.0871
MEM 70.968750 1751846395.1874
MEM 70.968750 1751846395.2877
MEM 70.968750 1751846395.3881
MEM 70.968750 1751846395.4884
MEM 70.968750 1751846395.5887
MEM 70.968750 1751846395.6890
MEM 70.968750 1751846395.7893
MEM 70.968750 1751846395.8897
MEM 70.968750 1751846395.9900
MEM 70.968750 1751846396.0903
MEM 70.968750 1751846396.1906
MEM 70.968750 1751846396.2910
MEM 70.968750 1751846396.3913
MEM 70.968750 1751846396.4916
MEM 70.968750 1751846396.5919
MEM 70.968750 1751846396.6922
MEM 70.968750 1751846396.7925
MEM 70.968750 1751846396.8929
MEM 70.968750 1751846396.9932
MEM 70.968750 1751846397.0935
MEM 70.968750 1751846397.1938
MEM 70.968750 1751846397.2941
MEM 70.968750 1751846397.3944
MEM 70.968750 1751846397.4948
MEM 70.968750 1751846397.5951
MEM 70.968750 1751846397.6954
MEM 70.968750 1751846397.7957
MEM 70.968750 1751846397.8960
MEM 70.968750 1751846397.9963
MEM 70.968750 1751846398.0966
MEM 70.968750 1751846398.1970
MEM 70.968750 1751846398.2973
MEM 70.968750 1751846398.3976
MEM 70.968750 1751846398.4979
MEM 70.968750 1751846398.5982
MEM 70.968750 1751846398.6985
MEM 70.968750 1751846398.7989
MEM 70.968750 1751846398.8992
MEM 70.968750 1751846398.9995
MEM 70.968750 1751846399.0998
MEM 70.968750 1751846399.2001
MEM 70.968750 1751846399.3004
MEM 70.968750 1751846399.4007
MEM 70.968750 1751846399.5011
MEM 70.968750 1751846399.6014
MEM 70.968750 1751846399.7018
MEM 70.968750 1751846399.8021
MEM 70.968750 1751846399.9024
MEM 70.968750 1751846400.0027
MEM 70.968750 1751846400.1030
MEM 70.968750 1751846400.2033
MEM 70.968750 1751846400.3036
MEM 70.968750 1751846400.4039
MEM 70.968750 1751846400.5043
MEM 70.968750 1751846400.6046
MEM 70.968750 1751846400.7049
MEM 70.968750 1751846400.8052
MEM 70.968750 1751846400.9055
MEM 70.968750 1751846401.0058
MEM 70.968750 1751846401.1061
MEM 70.968750 1751846401.2065
MEM 70.968750 1751846401.3068
MEM 70.968750 1751846401.4072
MEM 70.968750 1751846401.5075
MEM 70.968750 1751846401.6079
MEM 70.968750 1751846401.7089
MEM 70.968750 1751846401.8093
MEM 70.968750 1751846401.9095
MEM 70.968750 1751846402.0099
MEM 70.968750 1751846402.1102
MEM 70.968750 1751846402.2105
MEM 70.968750 1751846402.3109
MEM 70.968750 1751846402.4112
MEM 70.968750 1751846402.5115
MEM 70.968750 1751846402.6119
MEM 70.968750 1751846402.7122
MEM 70.968750 1751846402.8125
MEM 70.968750 1751846402.9128
MEM 70.968750 1751846403.0131
MEM 70.968750 1751846403.1134
MEM 71.093750 1751846403.2138
MEM 71.093750 1751846403.3141
MEM 71.093750 1751846403.4144
MEM 71.093750 1751846403.5148
MEM 71.093750 1751846403.6151
MEM 71.093750 1751846403.7154
MEM 71.093750 1751846403.8158
MEM 71.093750 1751846403.9161
MEM 71.093750 1751846404.0164
MEM 71.093750 1751846404.1168
MEM 71.093750 1751846404.2174
MEM 71.093750 1751846404.3178
MEM 71.343750 1751846404.4181
MEM 71.343750 1751846404.5184
MEM 71.343750 1751846404.6188
MEM 71.343750 1751846404.7191
MEM 71.343750 1751846404.8194
MEM 71.343750 1751846404.9197
MEM 71.343750 1751846405.0201
MEM 71.343750 1751846405.1204
MEM 71.343750 1751846405.2207
MEM 71.343750 1751846405.3210
MEM 71.343750 1751846405.4213
MEM 71.343750 1751846405.5216
MEM 71.343750 1751846405.6219
MEM 71.343750 1751846405.7223
MEM 71.343750 1751846405.8226
MEM 71.343750 1751846405.9229
MEM 71.343750 1751846406.0232
MEM 71.343750 1751846406.1236
MEM 71.343750 1751846406.2239
MEM 71.343750 1751846406.3242
MEM 71.343750 1751846406.4246
MEM 71.343750 1751846406.5249
MEM 71.343750 1751846406.6252
MEM 71.343750 1751846406.7255
MEM 71.343750 1751846406.8259
MEM 71.343750 1751846406.9262
MEM 71.343750 1751846407.0266
MEM 71.343750 1751846407.1269
MEM 71.343750 1751846407.2272
MEM 71.343750 1751846407.3275
MEM 71.343750 1751846407.4278
MEM 71.343750 1751846407.5281
MEM 71.343750 1751846407.6284
MEM 71.343750 1751846407.7288
MEM 71.343750 1751846407.8291
MEM 71.343750 1751846407.9294
MEM 71.343750 1751846408.0298
MEM 71.343750 1751846408.1301
MEM 71.343750 1751846408.2305
MEM 71.343750 1751846408.3308
MEM 71.343750 1751846408.4311
MEM 71.343750 1751846408.5314
MEM 71.343750 1751846408.6318
MEM 71.343750 1751846408.7321
MEM 71.343750 1751846408.8324
MEM 71.343750 1751846408.9327
MEM 71.343750 1751846409.0331
MEM 71.343750 1751846409.1334
MEM 71.343750 1751846409.2337
MEM 71.343750 1751846409.3340
MEM 71.343750 1751846409.4344
MEM 71.343750 1751846409.5347
MEM 71.343750 1751846409.6351
MEM 71.343750 1751846409.7354
MEM 71.343750 1751846409.8357
MEM 71.343750 1751846409.9360
MEM 71.343750 1751846410.0363
MEM 71.343750 1751846410.1366
MEM 71.343750 1751846410.2369
MEM 71.343750 1751846410.3372
MEM 71.343750 1751846410.4376
MEM 71.343750 1751846410.5379
MEM 71.343750 1751846410.6382
MEM 71.343750 1751846410.7385
MEM 71.343750 1751846410.8388
MEM 71.343750 1751846410.9392
MEM 71.343750 1751846411.0395
MEM 71.343750 1751846411.1399
MEM 71.343750 1751846411.2402
MEM 71.343750 1751846411.3405
MEM 71.343750 1751846411.4409
MEM 71.343750 1751846411.5412
MEM 71.343750 1751846411.6416
