CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_systems.py
MEM 0.441406 1751520804.1296
MEM 25.285156 1751520804.2299
MEM 30.250000 1751520804.3303
MEM 32.777344 1751520804.4306
MEM 33.777344 1751520804.5309
MEM 33.777344 1751520804.6312
MEM 33.777344 1751520804.7315
MEM 33.777344 1751520804.8318
MEM 33.777344 1751520804.9321
MEM 33.777344 1751520805.0324
MEM 33.777344 1751520805.1327
MEM 33.777344 1751520805.2330
MEM 33.777344 1751520805.3333
MEM 33.777344 1751520805.4336
MEM 33.777344 1751520805.5340
MEM 33.777344 1751520805.6343
MEM 33.777344 1751520805.7346
MEM 33.777344 1751520805.8349
MEM 33.777344 1751520805.9353
MEM 33.777344 1751520806.0355
MEM 33.777344 1751520806.1358
MEM 33.777344 1751520806.2361
MEM 33.777344 1751520806.3365
MEM 33.777344 1751520806.4368
MEM 33.777344 1751520806.5371
MEM 33.777344 1751520806.6375
MEM 33.777344 1751520806.7377
MEM 33.777344 1751520806.8381
MEM 33.777344 1751520806.9384
MEM 33.777344 1751520807.0387
MEM 33.777344 1751520807.1390
MEM 33.777344 1751520807.2393
MEM 33.777344 1751520807.3396
MEM 33.777344 1751520807.4399
MEM 33.777344 1751520807.5403
MEM 33.777344 1751520807.6406
MEM 33.777344 1751520807.7409
MEM 33.777344 1751520807.8412
MEM 33.777344 1751520807.9415
MEM 33.777344 1751520808.0418
MEM 33.777344 1751520808.1421
MEM 33.777344 1751520808.2425
MEM 33.777344 1751520808.3428
MEM 33.777344 1751520808.4431
MEM 33.777344 1751520808.5434
MEM 33.777344 1751520808.6437
MEM 33.777344 1751520808.7440
MEM 33.777344 1751520808.8444
MEM 33.777344 1751520808.9446
MEM 33.777344 1751520809.0449
MEM 33.777344 1751520809.1453
MEM 33.777344 1751520809.2455
MEM 33.777344 1751520809.3459
MEM 33.777344 1751520809.4462
MEM 33.777344 1751520809.5465
MEM 33.777344 1751520809.6468
MEM 33.777344 1751520809.7471
MEM 33.777344 1751520809.8474
MEM 33.777344 1751520809.9477
MEM 33.777344 1751520810.0480
MEM 33.777344 1751520810.1483
MEM 33.777344 1751520810.2486
MEM 33.777344 1751520810.3489
MEM 33.777344 1751520810.4492
MEM 33.777344 1751520810.5495
MEM 33.777344 1751520810.6499
MEM 33.777344 1751520810.7502
MEM 33.777344 1751520810.8505
MEM 33.777344 1751520810.9508
MEM 33.777344 1751520811.0511
MEM 33.777344 1751520811.1514
MEM 33.777344 1751520811.2517
MEM 33.777344 1751520811.3520
MEM 33.777344 1751520811.4523
MEM 33.777344 1751520811.5526
MEM 33.777344 1751520811.6530
MEM 33.777344 1751520811.7533
MEM 33.777344 1751520811.8536
MEM 33.777344 1751520811.9539
MEM 33.777344 1751520812.0542
MEM 33.777344 1751520812.1546
MEM 33.777344 1751520812.2549
MEM 33.777344 1751520812.3551
MEM 33.777344 1751520812.4555
MEM 33.777344 1751520812.5558
MEM 33.777344 1751520812.6561
MEM 33.777344 1751520812.7564
MEM 33.777344 1751520812.8567
MEM 33.777344 1751520812.9570
MEM 33.777344 1751520813.0574
MEM 33.777344 1751520813.1577
MEM 33.777344 1751520813.2580
MEM 33.777344 1751520813.3583
MEM 33.777344 1751520813.4604
MEM 33.777344 1751520813.5607
MEM 33.777344 1751520813.6610
MEM 33.777344 1751520813.7613
MEM 33.777344 1751520813.8615
MEM 33.777344 1751520813.9618
MEM 33.777344 1751520814.0621
MEM 33.777344 1751520814.1624
MEM 33.777344 1751520814.2627
MEM 33.777344 1751520814.3630
MEM 33.777344 1751520814.4633
MEM 33.777344 1751520814.5635
MEM 33.777344 1751520814.6639
MEM 33.777344 1751520814.7642
MEM 33.777344 1751520814.8644
MEM 33.777344 1751520814.9647
MEM 33.777344 1751520815.0651
MEM 33.777344 1751520815.1654
MEM 33.777344 1751520815.2657
MEM 33.777344 1751520815.3659
MEM 33.777344 1751520815.4663
MEM 33.777344 1751520815.5666
MEM 33.777344 1751520815.6669
MEM 33.777344 1751520815.7672
MEM 33.777344 1751520815.8675
MEM 33.777344 1751520815.9678
MEM 33.777344 1751520816.0681
MEM 33.777344 1751520816.1684
MEM 33.777344 1751520816.2687
MEM 33.777344 1751520816.3689
MEM 33.777344 1751520816.4693
MEM 33.777344 1751520816.5696
MEM 33.777344 1751520816.6699
MEM 33.777344 1751520816.7702
MEM 33.777344 1751520816.8705
MEM 33.777344 1751520816.9708
MEM 33.777344 1751520817.0711
MEM 33.777344 1751520817.1714
MEM 33.777344 1751520817.2717
MEM 33.777344 1751520817.3720
MEM 33.777344 1751520817.4723
MEM 33.777344 1751520817.5726
MEM 33.777344 1751520817.6729
MEM 33.777344 1751520817.7733
MEM 33.777344 1751520817.8735
MEM 33.777344 1751520817.9738
MEM 33.777344 1751520818.0741
MEM 33.777344 1751520818.1744
MEM 33.777344 1751520818.2747
MEM 33.777344 1751520818.3750
MEM 33.777344 1751520818.4753
MEM 33.777344 1751520818.5757
MEM 33.777344 1751520818.6760
MEM 33.777344 1751520818.7763
MEM 33.777344 1751520818.8766
MEM 33.777344 1751520818.9769
MEM 33.777344 1751520819.0772
MEM 33.777344 1751520819.1775
MEM 33.777344 1751520819.2779
MEM 33.777344 1751520819.3781
MEM 33.777344 1751520819.4785
MEM 33.777344 1751520819.5788
MEM 33.777344 1751520819.6791
MEM 33.777344 1751520819.7794
MEM 33.777344 1751520819.8796
MEM 33.777344 1751520819.9799
MEM 33.777344 1751520820.0803
MEM 33.777344 1751520820.1806
MEM 33.777344 1751520820.2808
MEM 33.777344 1751520820.3812
MEM 33.777344 1751520820.4815
MEM 33.777344 1751520820.5818
MEM 33.777344 1751520820.6821
MEM 33.777344 1751520820.7824
MEM 33.777344 1751520820.8828
MEM 33.777344 1751520820.9831
MEM 33.777344 1751520821.0834
MEM 33.777344 1751520821.1837
MEM 33.777344 1751520821.2840
MEM 33.777344 1751520821.3843
MEM 33.777344 1751520821.4846
MEM 33.777344 1751520821.5849
MEM 33.777344 1751520821.6853
MEM 33.777344 1751520821.7856
MEM 33.777344 1751520821.8859
MEM 33.777344 1751520821.9862
MEM 33.777344 1751520822.0865
MEM 33.777344 1751520822.1868
MEM 33.777344 1751520822.2871
MEM 33.777344 1751520822.3874
MEM 33.777344 1751520822.4877
MEM 33.777344 1751520822.5879
MEM 33.777344 1751520822.6882
MEM 33.777344 1751520822.7885
MEM 33.777344 1751520822.8888
MEM 33.777344 1751520822.9891
MEM 33.777344 1751520823.0894
MEM 33.777344 1751520823.1897
MEM 33.777344 1751520823.2899
MEM 33.777344 1751520823.3903
MEM 33.777344 1751520823.4906
MEM 33.777344 1751520823.5909
MEM 33.777344 1751520823.6912
MEM 33.777344 1751520823.7915
MEM 33.777344 1751520823.8918
MEM 33.777344 1751520823.9921
MEM 33.777344 1751520824.0924
