CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_ktam.py
MEM 0.277344 1756836795.1185
MEM 32.320312 1756836795.2199
MEM 50.683594 1756836795.3202
MEM 68.375000 1756836795.4205
MEM 82.753906 1756836795.5208
MEM 91.453125 1756836795.6211
MEM 97.078125 1756836795.7214
MEM 101.859375 1756836795.8217
MEM 103.109375 1756836795.9220
MEM 103.234375 1756836796.0223
MEM 103.234375 1756836796.1226
MEM 103.234375 1756836796.2229
MEM 103.234375 1756836796.3233
MEM 103.234375 1756836796.4236
MEM 103.234375 1756836796.5239
MEM 103.234375 1756836796.6242
MEM 103.234375 1756836796.7245
MEM 103.234375 1756836796.8248
MEM 103.234375 1756836796.9251
MEM 103.234375 1756836797.0254
MEM 103.234375 1756836797.1258
MEM 103.234375 1756836797.2261
MEM 103.234375 1756836797.3264
MEM 103.234375 1756836797.4267
MEM 103.234375 1756836797.5270
MEM 103.234375 1756836797.6273
MEM 103.234375 1756836797.7276
MEM 103.234375 1756836797.8279
MEM 103.234375 1756836797.9281
MEM 103.234375 1756836798.0284
MEM 103.234375 1756836798.1287
MEM 103.234375 1756836798.2291
MEM 103.234375 1756836798.3294
MEM 103.234375 1756836798.4297
MEM 103.234375 1756836798.5299
MEM 103.234375 1756836798.6301
MEM 103.234375 1756836798.7303
MEM 103.234375 1756836798.8305
MEM 103.234375 1756836798.9307
MEM 103.234375 1756836799.0310
MEM 103.234375 1756836799.1312
MEM 103.234375 1756836799.2314
MEM 103.234375 1756836799.3316
MEM 103.359375 1756836799.4318
MEM 103.359375 1756836799.5320
MEM 103.359375 1756836799.6322
MEM 103.359375 1756836799.7324
MEM 103.359375 1756836799.8326
MEM 103.359375 1756836799.9328
MEM 103.359375 1756836800.0330
MEM 103.359375 1756836800.1332
MEM 103.359375 1756836800.2335
MEM 103.359375 1756836800.3337
MEM 103.359375 1756836800.4339
MEM 103.359375 1756836800.5341
MEM 103.359375 1756836800.6343
MEM 103.359375 1756836800.7345
MEM 103.359375 1756836800.8347
MEM 103.484375 1756836800.9349
MEM 103.484375 1756836801.0351
MEM 103.484375 1756836801.1353
MEM 103.484375 1756836801.2355
MEM 103.484375 1756836801.3357
MEM 103.484375 1756836801.4359
MEM 103.484375 1756836801.5361
MEM 103.484375 1756836801.6363
MEM 103.484375 1756836801.7365
MEM 103.484375 1756836801.8368
MEM 103.484375 1756836801.9370
MEM 103.484375 1756836802.0372
MEM 103.484375 1756836802.1374
MEM 103.609375 1756836802.2376
MEM 103.609375 1756836802.3378
MEM 103.609375 1756836802.4380
MEM 103.609375 1756836802.5382
MEM 103.609375 1756836802.6384
MEM 103.609375 1756836802.7386
MEM 103.609375 1756836802.8388
MEM 103.609375 1756836802.9390
MEM 103.609375 1756836803.0392
MEM 103.609375 1756836803.1394
MEM 103.609375 1756836803.2396
MEM 103.609375 1756836803.3398
MEM 103.609375 1756836803.4400
MEM 103.734375 1756836803.5402
MEM 103.734375 1756836803.6405
MEM 103.734375 1756836803.7407
MEM 103.734375 1756836803.8410
