CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.277344 1751610836.6661
MEM 23.058594 1751610836.7664
MEM 23.058594 1751610836.8666
MEM 23.058594 1751610836.9669
MEM 23.058594 1751610837.0672
MEM 23.058594 1751610837.1675
MEM 23.058594 1751610837.2677
MEM 23.058594 1751610837.3679
MEM 23.058594 1751610837.4681
MEM 23.058594 1751610837.5683
MEM 23.058594 1751610837.6684
