CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751611352.2210
MEM 23.160156 1751611352.3213
MEM 23.160156 1751611352.4216
MEM 23.160156 1751611352.5220
MEM 23.160156 1751611352.6223
MEM 23.160156 1751611352.7226
MEM 23.160156 1751611352.8229
MEM 23.160156 1751611352.9232
MEM 23.160156 1751611353.0235
MEM 23.160156 1751611353.1238
MEM 23.160156 1751611353.2241
