CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_systems.py
MEM 33.714844 1751520784.3124
MEM 33.714844 1751520784.4128
MEM 33.714844 1751520784.5131
MEM 33.714844 1751520784.6135
MEM 33.714844 1751520784.7138
MEM 33.714844 1751520784.8141
MEM 33.714844 1751520784.9144
MEM 33.714844 1751520785.0148
MEM 33.714844 1751520785.1151
MEM 33.714844 1751520785.2155
MEM 33.714844 1751520785.3158
MEM 33.714844 1751520785.4162
MEM 33.714844 1751520785.5165
MEM 33.714844 1751520785.6169
MEM 33.714844 1751520785.7172
MEM 33.714844 1751520785.8175
MEM 33.714844 1751520785.9179
MEM 33.714844 1751520786.0183
MEM 33.714844 1751520786.1186
MEM 33.714844 1751520786.2190
MEM 33.714844 1751520786.3194
MEM 33.714844 1751520786.4197
MEM 33.714844 1751520786.5201
MEM 33.714844 1751520786.6204
MEM 33.714844 1751520786.7207
MEM 33.714844 1751520786.8210
MEM 33.714844 1751520786.9214
MEM 33.714844 1751520787.0217
MEM 33.714844 1751520787.1221
MEM 33.714844 1751520787.2224
MEM 33.714844 1751520787.3228
MEM 33.714844 1751520787.4231
MEM 33.714844 1751520787.5235
MEM 33.714844 1751520787.6238
MEM 33.714844 1751520787.7242
MEM 33.714844 1751520787.8245
MEM 33.714844 1751520787.9248
MEM 33.714844 1751520788.0252
MEM 33.714844 1751520788.1256
MEM 33.714844 1751520788.2259
MEM 33.714844 1751520788.3263
MEM 33.714844 1751520788.4266
MEM 33.714844 1751520788.5269
MEM 33.714844 1751520788.6273
MEM 33.714844 1751520788.7277
MEM 33.714844 1751520788.8280
MEM 33.714844 1751520788.9284
MEM 33.714844 1751520789.0287
MEM 33.714844 1751520789.1291
MEM 33.714844 1751520789.2294
MEM 33.714844 1751520789.3297
MEM 33.714844 1751520789.4301
MEM 33.714844 1751520789.5304
MEM 33.714844 1751520789.6308
MEM 33.714844 1751520789.7311
MEM 33.714844 1751520789.8314
MEM 33.714844 1751520789.9318
MEM 33.714844 1751520790.0321
MEM 33.714844 1751520790.1325
MEM 33.714844 1751520790.2328
MEM 33.714844 1751520790.3332
MEM 33.714844 1751520790.4335
MEM 33.714844 1751520790.5339
MEM 33.714844 1751520790.6342
MEM 33.714844 1751520790.7346
MEM 33.714844 1751520790.8349
MEM 33.714844 1751520790.9353
MEM 33.714844 1751520791.0356
MEM 33.714844 1751520791.1359
MEM 33.714844 1751520791.2363
MEM 33.714844 1751520791.3367
MEM 33.714844 1751520791.4370
MEM 33.714844 1751520791.5374
MEM 33.714844 1751520791.6378
MEM 33.714844 1751520791.7381
MEM 33.714844 1751520791.8384
MEM 33.714844 1751520791.9388
MEM 33.714844 1751520792.0391
MEM 33.714844 1751520792.1394
MEM 33.714844 1751520792.2398
MEM 33.714844 1751520792.3401
MEM 33.714844 1751520792.4404
MEM 33.714844 1751520792.5408
MEM 33.714844 1751520792.6411
MEM 33.714844 1751520792.7414
MEM 33.714844 1751520792.8418
MEM 33.714844 1751520792.9421
MEM 33.714844 1751520793.0425
MEM 33.714844 1751520793.1428
MEM 33.714844 1751520793.2432
MEM 33.714844 1751520793.3435
MEM 33.714844 1751520793.4439
MEM 33.714844 1751520793.5442
MEM 33.714844 1751520793.6446
MEM 33.714844 1751520793.7449
MEM 33.714844 1751520793.8453
MEM 33.714844 1751520793.9456
MEM 33.714844 1751520794.0459
MEM 33.714844 1751520794.1463
MEM 33.714844 1751520794.2466
MEM 33.714844 1751520794.3470
MEM 33.714844 1751520794.4473
MEM 33.714844 1751520794.5477
MEM 33.714844 1751520794.6480
MEM 33.714844 1751520794.7484
MEM 33.714844 1751520794.8487
MEM 33.714844 1751520794.9491
MEM 33.714844 1751520795.0494
MEM 33.714844 1751520795.1497
MEM 33.714844 1751520795.2501
MEM 33.714844 1751520795.3504
MEM 33.714844 1751520795.4508
MEM 33.714844 1751520795.5511
MEM 33.714844 1751520795.6514
MEM 33.714844 1751520795.7518
MEM 33.714844 1751520795.8521
MEM 33.714844 1751520795.9524
MEM 33.714844 1751520796.0528
MEM 33.714844 1751520796.1531
MEM 33.714844 1751520796.2534
MEM 33.714844 1751520796.3538
MEM 33.714844 1751520796.4541
MEM 33.714844 1751520796.5544
MEM 33.714844 1751520796.6547
MEM 33.714844 1751520796.7551
MEM 33.714844 1751520796.8555
MEM 33.714844 1751520796.9558
MEM 33.714844 1751520797.0562
MEM 33.714844 1751520797.1566
MEM 33.714844 1751520797.2569
MEM 33.714844 1751520797.3573
MEM 33.714844 1751520797.4576
MEM 33.714844 1751520797.5580
MEM 33.714844 1751520797.6583
MEM 33.714844 1751520797.7587
MEM 33.714844 1751520797.8590
MEM 33.714844 1751520797.9594
MEM 33.714844 1751520798.0597
MEM 33.714844 1751520798.1600
MEM 33.714844 1751520798.2604
MEM 33.714844 1751520798.3607
MEM 33.714844 1751520798.4611
MEM 33.714844 1751520798.5614
MEM 33.714844 1751520798.6618
MEM 33.714844 1751520798.7621
MEM 33.714844 1751520798.8625
MEM 33.714844 1751520798.9628
MEM 33.714844 1751520799.0631
MEM 33.714844 1751520799.1635
MEM 33.714844 1751520799.2638
MEM 33.714844 1751520799.3641
MEM 33.714844 1751520799.4645
MEM 33.714844 1751520799.5648
MEM 33.714844 1751520799.6652
MEM 33.714844 1751520799.7655
MEM 33.714844 1751520799.8659
MEM 33.714844 1751520799.9662
MEM 33.714844 1751520800.0666
MEM 33.714844 1751520800.1669
MEM 33.714844 1751520800.2673
MEM 33.714844 1751520800.3676
MEM 33.714844 1751520800.4680
MEM 33.714844 1751520800.5684
MEM 33.714844 1751520800.6687
MEM 33.714844 1751520800.7691
MEM 33.714844 1751520800.8694
MEM 33.714844 1751520800.9697
MEM 33.714844 1751520801.0701
MEM 33.714844 1751520801.1704
MEM 33.714844 1751520801.2708
MEM 33.714844 1751520801.3711
MEM 33.714844 1751520801.4714
MEM 33.714844 1751520801.5718
MEM 33.714844 1751520801.6721
MEM 33.714844 1751520801.7725
MEM 33.714844 1751520801.8728
MEM 33.714844 1751520801.9732
MEM 33.714844 1751520802.0735
MEM 33.714844 1751520802.1739
MEM 33.714844 1751520802.2742
MEM 33.714844 1751520802.3746
MEM 33.714844 1751520802.4750
MEM 33.714844 1751520802.5754
MEM 33.714844 1751520802.6757
MEM 33.714844 1751520802.7760
MEM 33.714844 1751520802.8764
MEM 33.714844 1751520802.9767
MEM 33.714844 1751520803.0771
MEM 33.714844 1751520803.1774
MEM 33.714844 1751520803.2778
MEM 33.714844 1751520803.3781
MEM 33.714844 1751520803.4785
MEM 33.714844 1751520803.5788
MEM 33.714844 1751520803.6792
MEM 33.714844 1751520803.7795
MEM 33.714844 1751520803.8798
MEM 33.714844 1751520803.9802
MEM 33.714844 1751520804.0805
MEM 33.714844 1751520804.1809
MEM 33.714844 1751520804.2812
MEM 33.714844 1751520804.3816
MEM 33.714844 1751520804.4819
MEM 33.714844 1751520804.5823
MEM 33.714844 1751520804.6826
MEM 33.714844 1751520804.7830
MEM 33.714844 1751520804.8833
MEM 33.714844 1751520804.9838
MEM 33.714844 1751520805.0841
MEM 33.714844 1751520805.1845
MEM 33.714844 1751520805.2848
MEM 33.714844 1751520805.3852
MEM 33.714844 1751520805.4856
MEM 33.714844 1751520805.5859
MEM 33.714844 1751520805.6863
MEM 33.714844 1751520805.7867
MEM 33.714844 1751520805.8870
MEM 33.714844 1751520805.9874
MEM 33.714844 1751520806.0877
MEM 33.714844 1751520806.1881
MEM 33.714844 1751520806.2884
MEM 33.714844 1751520806.3888
MEM 33.714844 1751520806.4891
MEM 33.714844 1751520806.5894
MEM 33.714844 1751520806.6897
MEM 33.714844 1751520806.7901
MEM 33.714844 1751520806.8904
MEM 33.714844 1751520806.9908
MEM 33.714844 1751520807.0911
MEM 33.714844 1751520807.1914
MEM 33.714844 1751520807.2918
MEM 33.714844 1751520807.3921
MEM 33.714844 1751520807.4925
MEM 33.714844 1751520807.5928
MEM 33.714844 1751520807.6931
MEM 33.714844 1751520807.7935
MEM 33.714844 1751520807.8938
MEM 33.714844 1751520807.9942
MEM 33.714844 1751520808.0945
MEM 33.714844 1751520808.1949
MEM 33.714844 1751520808.2953
MEM 33.714844 1751520808.3956
MEM 33.714844 1751520808.4960
MEM 33.714844 1751520808.5963
MEM 33.714844 1751520808.6967
MEM 33.714844 1751520808.7970
MEM 33.714844 1751520808.8974
MEM 33.714844 1751520808.9978
MEM 33.714844 1751520809.0981
MEM 33.714844 1751520809.1985
MEM 33.714844 1751520809.2988
MEM 33.714844 1751520809.3991
MEM 33.714844 1751520809.4995
MEM 33.714844 1751520809.5998
MEM 33.714844 1751520809.7002
MEM 33.714844 1751520809.8006
MEM 33.714844 1751520809.9009
MEM 32.769531 1751520810.0013
