CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751613401.9150
MEM 23.093750 1751613402.0154
MEM 23.093750 1751613402.1157
MEM 23.093750 1751613402.2160
MEM 23.093750 1751613402.3163
MEM 23.093750 1751613402.4167
MEM 23.093750 1751613402.5170
MEM 23.093750 1751613402.6172
MEM 23.093750 1751613402.7175
MEM 23.093750 1751613402.8177
MEM 23.093750 1751613402.9180
