CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.441406 1751576678.0511
MEM 23.156250 1751576678.1515
MEM 23.156250 1751576678.2518
MEM 23.156250 1751576678.3521
MEM 23.156250 1751576678.4525
MEM 23.156250 1751576678.5528
MEM 23.156250 1751576678.6530
MEM 23.156250 1751576678.7534
MEM 23.156250 1751576678.8537
MEM 23.156250 1751576678.9540
MEM 23.156250 1751576679.0543
