CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751584925.7325
MEM 23.156250 1751584925.8327
MEM 23.156250 1751584925.9329
MEM 23.156250 1751584926.0331
MEM 23.156250 1751584926.1332
MEM 23.156250 1751584926.2334
MEM 23.156250 1751584926.3336
MEM 23.156250 1751584926.4338
MEM 23.156250 1751584926.5339
MEM 23.156250 1751584926.6341
MEM 23.156250 1751584926.7343
