CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_uni_bi_disperse.py
MEM 34.371094 1751841448.5962
MEM 34.371094 1751841448.6966
MEM 34.371094 1751841448.7969
MEM 34.371094 1751841448.8972
MEM 34.371094 1751841448.9976
MEM 34.371094 1751841449.0979
MEM 34.371094 1751841449.1982
MEM 34.371094 1751841449.2986
MEM 34.371094 1751841449.3989
MEM 34.371094 1751841449.4992
MEM 34.371094 1751841449.5996
MEM 34.371094 1751841449.6999
MEM 34.371094 1751841449.8003
MEM 34.371094 1751841449.9006
MEM 34.371094 1751841450.0010
MEM 34.371094 1751841450.1013
MEM 34.371094 1751841450.2016
MEM 34.371094 1751841450.3019
MEM 34.371094 1751841450.4023
MEM 34.371094 1751841450.5027
MEM 34.371094 1751841450.6030
MEM 34.371094 1751841450.7033
MEM 34.371094 1751841450.8037
MEM 34.371094 1751841450.9040
MEM 34.371094 1751841451.0043
MEM 34.371094 1751841451.1046
MEM 34.371094 1751841451.2050
MEM 34.371094 1751841451.3053
MEM 34.371094 1751841451.4056
MEM 34.371094 1751841451.5060
MEM 34.371094 1751841451.6063
MEM 34.371094 1751841451.7066
MEM 34.371094 1751841451.8070
MEM 34.371094 1751841451.9074
MEM 34.371094 1751841452.0077
MEM 34.371094 1751841452.1080
MEM 34.371094 1751841452.2084
MEM 34.371094 1751841452.3087
MEM 34.371094 1751841452.4090
MEM 34.371094 1751841452.5093
MEM 34.371094 1751841452.6097
MEM 34.371094 1751841452.7100
MEM 34.371094 1751841452.8103
MEM 34.371094 1751841452.9107
MEM 34.371094 1751841453.0110
MEM 34.371094 1751841453.1114
MEM 34.371094 1751841453.2117
MEM 34.371094 1751841453.3120
MEM 34.371094 1751841453.4123
MEM 34.371094 1751841453.5127
MEM 34.371094 1751841453.6130
MEM 34.371094 1751841453.7134
MEM 34.371094 1751841453.8137
MEM 34.371094 1751841453.9140
MEM 34.371094 1751841454.0143
MEM 34.371094 1751841454.1147
MEM 34.371094 1751841454.2150
MEM 34.371094 1751841454.3153
MEM 34.371094 1751841454.4156
MEM 34.371094 1751841454.5160
MEM 34.371094 1751841454.6163
MEM 34.371094 1751841454.7166
MEM 34.371094 1751841454.8170
MEM 34.371094 1751841454.9173
MEM 34.371094 1751841455.0177
MEM 34.371094 1751841455.1180
MEM 34.371094 1751841455.2183
MEM 34.371094 1751841455.3187
MEM 34.371094 1751841455.4190
MEM 34.371094 1751841455.5193
MEM 34.371094 1751841455.6196
MEM 34.371094 1751841455.7200
MEM 34.371094 1751841455.8203
MEM 34.371094 1751841455.9207
MEM 34.371094 1751841456.0210
MEM 34.371094 1751841456.1213
MEM 34.371094 1751841456.2217
MEM 34.371094 1751841456.3220
MEM 34.371094 1751841456.4223
MEM 34.371094 1751841456.5227
MEM 34.371094 1751841456.6230
MEM 34.371094 1751841456.7233
MEM 34.371094 1751841456.8237
MEM 34.371094 1751841456.9240
MEM 34.371094 1751841457.0244
MEM 34.371094 1751841457.1247
MEM 34.371094 1751841457.2251
MEM 34.371094 1751841457.3254
MEM 34.371094 1751841457.4258
MEM 34.371094 1751841457.5261
MEM 34.371094 1751841457.6264
MEM 34.371094 1751841457.7267
MEM 34.371094 1751841457.8270
MEM 34.371094 1751841457.9274
MEM 34.371094 1751841458.0277
MEM 34.371094 1751841458.1280
MEM 34.371094 1751841458.2283
MEM 34.371094 1751841458.3287
MEM 34.371094 1751841458.4290
MEM 34.371094 1751841458.5293
MEM 34.371094 1751841458.6297
MEM 34.371094 1751841458.7300
MEM 34.371094 1751841458.8303
MEM 34.371094 1751841458.9307
MEM 34.371094 1751841459.0310
MEM 34.371094 1751841459.1313
MEM 34.371094 1751841459.2316
MEM 34.371094 1751841459.3320
MEM 34.371094 1751841459.4323
MEM 34.371094 1751841459.5326
MEM 34.371094 1751841459.6329
MEM 34.371094 1751841459.7333
MEM 34.371094 1751841459.8336
MEM 34.371094 1751841459.9339
MEM 34.371094 1751841460.0343
MEM 34.371094 1751841460.1346
MEM 34.371094 1751841460.2349
MEM 34.371094 1751841460.3353
MEM 34.371094 1751841460.4356
MEM 34.371094 1751841460.5359
MEM 34.371094 1751841460.6363
MEM 34.371094 1751841460.7366
MEM 34.371094 1751841460.8370
MEM 34.371094 1751841460.9373
MEM 34.371094 1751841461.0376
MEM 34.371094 1751841461.1379
MEM 34.371094 1751841461.2383
MEM 34.371094 1751841461.3387
MEM 34.371094 1751841461.4390
MEM 34.371094 1751841461.5393
MEM 34.371094 1751841461.6397
MEM 34.371094 1751841461.7400
MEM 34.371094 1751841461.8403
MEM 34.371094 1751841461.9407
MEM 34.371094 1751841462.0410
MEM 34.371094 1751841462.1414
MEM 34.371094 1751841462.2417
MEM 34.371094 1751841462.3420
MEM 34.371094 1751841462.4423
MEM 34.371094 1751841462.5427
MEM 34.371094 1751841462.6430
MEM 34.371094 1751841462.7433
MEM 34.371094 1751841462.8436
MEM 34.371094 1751841462.9440
MEM 34.371094 1751841463.0443
MEM 34.371094 1751841463.1446
MEM 34.371094 1751841463.2449
MEM 34.371094 1751841463.3453
MEM 34.371094 1751841463.4456
MEM 34.371094 1751841463.5459
MEM 34.371094 1751841463.6463
MEM 34.371094 1751841463.7466
MEM 34.371094 1751841463.8470
MEM 34.371094 1751841463.9473
MEM 34.371094 1751841464.0477
MEM 34.371094 1751841464.1480
MEM 34.371094 1751841464.2484
MEM 34.371094 1751841464.3487
MEM 34.371094 1751841464.4490
MEM 34.371094 1751841464.5494
MEM 34.371094 1751841464.6497
MEM 34.371094 1751841464.7501
MEM 34.371094 1751841464.8504
MEM 34.371094 1751841464.9507
MEM 34.371094 1751841465.0511
MEM 34.371094 1751841465.1514
MEM 34.371094 1751841465.2517
MEM 34.371094 1751841465.3520
MEM 34.371094 1751841465.4524
MEM 34.371094 1751841465.5527
MEM 34.371094 1751841465.6531
MEM 34.371094 1751841465.7534
MEM 34.371094 1751841465.8537
MEM 34.371094 1751841465.9540
MEM 34.371094 1751841466.0544
MEM 34.371094 1751841466.1547
MEM 34.371094 1751841466.2551
MEM 34.371094 1751841466.3554
MEM 34.371094 1751841466.4557
MEM 34.371094 1751841466.5560
MEM 34.371094 1751841466.6564
MEM 34.371094 1751841466.7567
MEM 34.371094 1751841466.8570
MEM 34.371094 1751841466.9574
MEM 34.371094 1751841467.0577
MEM 34.371094 1751841467.1581
MEM 34.371094 1751841467.2585
MEM 34.371094 1751841467.3589
MEM 34.371094 1751841467.4592
MEM 34.371094 1751841467.5595
MEM 34.371094 1751841467.6598
MEM 34.371094 1751841467.7602
MEM 34.371094 1751841467.8605
MEM 34.371094 1751841467.9608
MEM 34.371094 1751841468.0611
MEM 34.371094 1751841468.1615
MEM 34.371094 1751841468.2618
MEM 34.371094 1751841468.3621
MEM 34.371094 1751841468.4625
MEM 34.371094 1751841468.5628
MEM 34.371094 1751841468.6631
MEM 34.371094 1751841468.7635
MEM 34.371094 1751841468.8638
MEM 34.371094 1751841468.9642
MEM 34.371094 1751841469.0645
MEM 34.371094 1751841469.1648
MEM 34.371094 1751841469.2651
MEM 34.371094 1751841469.3655
MEM 34.371094 1751841469.4658
MEM 34.371094 1751841469.5662
MEM 34.371094 1751841469.6665
MEM 34.371094 1751841469.7668
MEM 34.371094 1751841469.8671
MEM 34.371094 1751841469.9675
MEM 34.371094 1751841470.0679
MEM 34.371094 1751841470.1682
MEM 34.371094 1751841470.2686
MEM 34.371094 1751841470.3689
MEM 34.371094 1751841470.4692
MEM 34.371094 1751841470.5696
MEM 34.371094 1751841470.6699
MEM 34.371094 1751841470.7702
MEM 34.371094 1751841470.8706
MEM 34.371094 1751841470.9709
MEM 34.371094 1751841471.0713
MEM 34.371094 1751841471.1716
MEM 34.371094 1751841471.2719
MEM 34.371094 1751841471.3723
MEM 34.371094 1751841471.4726
MEM 34.371094 1751841471.5730
MEM 34.371094 1751841471.6733
MEM 34.371094 1751841471.7737
MEM 34.371094 1751841471.8740
MEM 34.371094 1751841471.9743
MEM 34.371094 1751841472.0746
MEM 34.371094 1751841472.1750
MEM 34.371094 1751841472.2754
MEM 34.371094 1751841472.3757
MEM 34.371094 1751841472.4760
MEM 34.371094 1751841472.5764
MEM 34.371094 1751841472.6767
MEM 34.371094 1751841472.7770
MEM 34.371094 1751841472.8773
MEM 34.371094 1751841472.9777
MEM 34.371094 1751841473.0780
MEM 34.371094 1751841473.1783
MEM 34.371094 1751841473.2787
MEM 34.371094 1751841473.3790
MEM 34.371094 1751841473.4793
MEM 34.371094 1751841473.5797
MEM 34.371094 1751841473.6800
MEM 34.371094 1751841473.7804
MEM 34.371094 1751841473.8807
MEM 34.371094 1751841473.9810
MEM 34.371094 1751841474.0814
MEM 34.371094 1751841474.1817
MEM 34.371094 1751841474.2820
MEM 34.371094 1751841474.3824
MEM 34.371094 1751841474.4827
MEM 34.371094 1751841474.5830
MEM 34.371094 1751841474.6833
MEM 34.371094 1751841474.7837
MEM 34.371094 1751841474.8840
MEM 34.371094 1751841474.9843
MEM 34.371094 1751841475.0847
MEM 34.371094 1751841475.1850
MEM 34.371094 1751841475.2853
MEM 34.371094 1751841475.3857
MEM 34.371094 1751841475.4860
MEM 34.371094 1751841475.5863
MEM 34.371094 1751841475.6867
MEM 34.371094 1751841475.7870
MEM 34.371094 1751841475.8874
MEM 34.371094 1751841475.9876
MEM 34.371094 1751841476.0880
MEM 34.371094 1751841476.1883
MEM 34.371094 1751841476.2887
MEM 34.371094 1751841476.3890
MEM 34.371094 1751841476.4893
MEM 34.371094 1751841476.5897
MEM 34.371094 1751841476.6900
MEM 34.371094 1751841476.7903
MEM 34.371094 1751841476.8907
MEM 34.371094 1751841476.9909
MEM 34.371094 1751841477.0913
MEM 34.371094 1751841477.1916
MEM 34.371094 1751841477.2919
MEM 34.371094 1751841477.3923
MEM 34.371094 1751841477.4926
MEM 34.371094 1751841477.5930
MEM 34.371094 1751841477.6933
MEM 34.371094 1751841477.7936
MEM 34.371094 1751841477.8940
MEM 34.371094 1751841477.9943
MEM 34.371094 1751841478.0946
MEM 34.371094 1751841478.1949
MEM 34.371094 1751841478.2952
MEM 34.371094 1751841478.3956
MEM 34.371094 1751841478.4959
MEM 34.371094 1751841478.5962
MEM 34.371094 1751841478.6966
MEM 34.371094 1751841478.7969
MEM 34.371094 1751841478.8972
MEM 34.371094 1751841478.9975
MEM 34.371094 1751841479.0979
MEM 34.371094 1751841479.1982
MEM 34.371094 1751841479.2985
MEM 34.371094 1751841479.3989
MEM 34.371094 1751841479.4992
MEM 34.371094 1751841479.5995
MEM 34.371094 1751841479.6999
MEM 34.371094 1751841479.8002
MEM 34.371094 1751841479.9005
MEM 34.371094 1751841480.0008
MEM 34.371094 1751841480.1012
MEM 34.371094 1751841480.2015
MEM 34.371094 1751841480.3019
MEM 34.371094 1751841480.4022
MEM 34.371094 1751841480.5026
MEM 34.371094 1751841480.6029
MEM 34.371094 1751841480.7032
MEM 34.371094 1751841480.8036
MEM 34.371094 1751841480.9039
MEM 34.371094 1751841481.0042
MEM 34.371094 1751841481.1046
MEM 34.371094 1751841481.2049
MEM 34.371094 1751841481.3052
MEM 34.371094 1751841481.4056
MEM 34.371094 1751841481.5059
MEM 34.371094 1751841481.6063
MEM 34.371094 1751841481.7066
MEM 34.371094 1751841481.8069
MEM 34.371094 1751841481.9072
MEM 34.371094 1751841482.0076
MEM 34.371094 1751841482.1079
MEM 34.371094 1751841482.2082
MEM 34.371094 1751841482.3086
MEM 34.371094 1751841482.4089
MEM 34.371094 1751841482.5093
MEM 34.371094 1751841482.6096
MEM 34.371094 1751841482.7100
MEM 34.371094 1751841482.8103
MEM 34.371094 1751841482.9106
MEM 34.371094 1751841483.0110
MEM 34.371094 1751841483.1113
MEM 34.371094 1751841483.2117
MEM 34.371094 1751841483.3120
MEM 34.371094 1751841483.4123
MEM 34.371094 1751841483.5126
MEM 34.371094 1751841483.6130
MEM 34.371094 1751841483.7133
MEM 34.371094 1751841483.8136
MEM 34.371094 1751841483.9140
MEM 34.371094 1751841484.0143
MEM 34.371094 1751841484.1146
MEM 34.371094 1751841484.2150
MEM 34.371094 1751841484.3153
MEM 34.371094 1751841484.4156
MEM 34.371094 1751841484.5160
MEM 34.371094 1751841484.6163
MEM 34.371094 1751841484.7167
MEM 34.371094 1751841484.8170
MEM 34.371094 1751841484.9173
MEM 34.371094 1751841485.0177
MEM 34.371094 1751841485.1180
MEM 34.371094 1751841485.2184
MEM 34.371094 1751841485.3187
MEM 34.371094 1751841485.4190
MEM 34.371094 1751841485.5193
MEM 34.371094 1751841485.6202
MEM 34.371094 1751841485.7206
MEM 34.371094 1751841485.8209
MEM 34.371094 1751841485.9212
MEM 34.371094 1751841486.0216
MEM 34.371094 1751841486.1219
MEM 34.371094 1751841486.2222
MEM 34.371094 1751841486.3226
MEM 34.371094 1751841486.4229
MEM 34.371094 1751841486.5232
MEM 34.371094 1751841486.6236
MEM 34.371094 1751841486.7239
MEM 34.371094 1751841486.8242
MEM 34.371094 1751841486.9246
MEM 34.371094 1751841487.0249
MEM 34.371094 1751841487.1253
MEM 34.371094 1751841487.2256
MEM 34.371094 1751841487.3260
MEM 34.371094 1751841487.4263
MEM 34.371094 1751841487.5267
MEM 34.371094 1751841487.6270
MEM 34.371094 1751841487.7274
MEM 34.371094 1751841487.8277
MEM 34.371094 1751841487.9280
MEM 34.371094 1751841488.0283
MEM 34.371094 1751841488.1287
MEM 34.371094 1751841488.2290
MEM 34.371094 1751841488.3293
MEM 34.371094 1751841488.4297
MEM 34.371094 1751841488.5300
MEM 34.371094 1751841488.6303
MEM 34.371094 1751841488.7307
MEM 34.371094 1751841488.8310
MEM 34.371094 1751841488.9313
MEM 34.371094 1751841489.0317
MEM 34.371094 1751841489.1320
MEM 34.371094 1751841489.2323
MEM 34.371094 1751841489.3327
MEM 34.371094 1751841489.4330
MEM 34.371094 1751841489.5333
MEM 34.371094 1751841489.6337
MEM 34.371094 1751841489.7340
MEM 34.371094 1751841489.8344
MEM 34.371094 1751841489.9347
MEM 34.371094 1751841490.0350
MEM 34.371094 1751841490.1353
MEM 34.371094 1751841490.2357
MEM 34.371094 1751841490.3360
MEM 34.371094 1751841490.4364
MEM 34.371094 1751841490.5367
MEM 34.371094 1751841490.6370
MEM 34.371094 1751841490.7374
MEM 34.371094 1751841490.8377
MEM 34.371094 1751841490.9380
MEM 34.371094 1751841491.0383
MEM 34.371094 1751841491.1387
MEM 34.371094 1751841491.2390
MEM 34.371094 1751841491.3393
MEM 34.371094 1751841491.4397
MEM 34.371094 1751841491.5400
MEM 34.371094 1751841491.6403
MEM 34.371094 1751841491.7407
MEM 34.371094 1751841491.8410
MEM 34.371094 1751841491.9413
MEM 34.371094 1751841492.0417
MEM 34.371094 1751841492.1420
MEM 34.371094 1751841492.2423
MEM 34.371094 1751841492.3427
MEM 34.371094 1751841492.4430
MEM 34.371094 1751841492.5433
MEM 34.371094 1751841492.6437
MEM 34.371094 1751841492.7440
MEM 34.371094 1751841492.8444
MEM 34.371094 1751841492.9447
MEM 34.371094 1751841493.0450
MEM 34.371094 1751841493.1454
MEM 34.371094 1751841493.2457
MEM 34.371094 1751841493.3460
MEM 34.371094 1751841493.4463
MEM 34.371094 1751841493.5467
MEM 34.371094 1751841493.6470
MEM 34.371094 1751841493.7473
MEM 34.371094 1751841493.8477
MEM 34.371094 1751841493.9480
MEM 34.371094 1751841494.0483
MEM 34.371094 1751841494.1487
MEM 34.371094 1751841494.2490
MEM 34.371094 1751841494.3493
MEM 34.371094 1751841494.4497
MEM 34.371094 1751841494.5500
MEM 34.371094 1751841494.6504
MEM 34.371094 1751841494.7507
MEM 34.371094 1751841494.8510
MEM 34.371094 1751841494.9513
MEM 34.371094 1751841495.0517
MEM 34.371094 1751841495.1520
MEM 34.371094 1751841495.2523
MEM 34.371094 1751841495.3527
MEM 34.371094 1751841495.4530
MEM 34.371094 1751841495.5533
MEM 34.371094 1751841495.6537
MEM 34.371094 1751841495.7540
MEM 34.371094 1751841495.8544
MEM 34.371094 1751841495.9547
MEM 34.371094 1751841496.0550
MEM 34.371094 1751841496.1553
MEM 34.371094 1751841496.2557
MEM 34.371094 1751841496.3560
MEM 34.371094 1751841496.4564
MEM 34.371094 1751841496.5567
MEM 34.371094 1751841496.6570
MEM 34.371094 1751841496.7573
MEM 34.371094 1751841496.8577
MEM 34.371094 1751841496.9580
MEM 34.371094 1751841497.0584
MEM 34.371094 1751841497.1588
MEM 34.371094 1751841497.2591
MEM 34.371094 1751841497.3595
MEM 34.371094 1751841497.4598
MEM 34.371094 1751841497.5601
MEM 34.371094 1751841497.6605
