CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.609375 1751599164.7423
MEM 23.148438 1751599164.8426
MEM 23.148438 1751599164.9428
MEM 23.148438 1751599165.0431
MEM 23.148438 1751599165.1434
MEM 23.148438 1751599165.2437
MEM 23.148438 1751599165.3441
MEM 23.148438 1751599165.4443
MEM 23.148438 1751599165.5445
MEM 23.148438 1751599165.6448
MEM 23.148438 1751599165.7455
