CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751601413.9539
MEM 23.097656 1751601414.0543
MEM 23.097656 1751601414.1546
MEM 23.097656 1751601414.2549
MEM 23.097656 1751601414.3552
MEM 23.097656 1751601414.4555
MEM 23.097656 1751601414.5558
MEM 23.097656 1751601414.6561
MEM 23.097656 1751601414.7564
MEM 23.097656 1751601414.8567
MEM 23.097656 1751601414.9571
