CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_systems.py
MEM 33.781250 1751521614.4610
MEM 33.781250 1751521614.5613
MEM 33.781250 1751521614.6617
MEM 33.781250 1751521614.7620
MEM 33.781250 1751521614.8623
MEM 33.781250 1751521614.9626
MEM 33.781250 1751521615.0629
MEM 33.781250 1751521615.1632
MEM 33.781250 1751521615.2636
MEM 33.781250 1751521615.3639
MEM 33.781250 1751521615.4642
MEM 33.781250 1751521615.5645
MEM 33.781250 1751521615.6648
MEM 33.781250 1751521615.7651
MEM 33.781250 1751521615.8654
MEM 33.781250 1751521615.9657
MEM 33.781250 1751521616.0660
MEM 33.781250 1751521616.1663
MEM 33.781250 1751521616.2666
MEM 33.781250 1751521616.3669
MEM 33.781250 1751521616.4672
MEM 33.781250 1751521616.5676
MEM 33.781250 1751521616.6679
MEM 33.781250 1751521616.7682
MEM 33.781250 1751521616.8685
MEM 33.781250 1751521616.9688
MEM 33.781250 1751521617.0691
MEM 33.781250 1751521617.1695
MEM 33.781250 1751521617.2698
MEM 33.781250 1751521617.3701
MEM 33.781250 1751521617.4704
MEM 33.781250 1751521617.5707
MEM 33.781250 1751521617.6710
MEM 33.781250 1751521617.7713
MEM 33.781250 1751521617.8717
MEM 33.781250 1751521617.9720
MEM 33.781250 1751521618.0722
MEM 33.781250 1751521618.1726
MEM 33.781250 1751521618.2746
MEM 33.781250 1751521618.3749
MEM 33.781250 1751521618.4752
MEM 33.781250 1751521618.5755
MEM 33.781250 1751521618.6758
MEM 33.781250 1751521618.7761
MEM 33.781250 1751521618.8764
MEM 33.781250 1751521618.9767
MEM 33.781250 1751521619.0770
MEM 33.781250 1751521619.1773
MEM 33.781250 1751521619.2776
MEM 33.781250 1751521619.3779
MEM 33.781250 1751521619.4783
MEM 33.781250 1751521619.5786
MEM 33.781250 1751521619.6789
MEM 33.781250 1751521619.7797
MEM 33.781250 1751521619.8800
MEM 33.781250 1751521619.9803
MEM 33.781250 1751521620.0807
MEM 33.781250 1751521620.1810
MEM 33.781250 1751521620.2813
MEM 33.781250 1751521620.3816
MEM 33.781250 1751521620.4819
MEM 33.781250 1751521620.5822
MEM 33.781250 1751521620.6825
MEM 33.781250 1751521620.7828
MEM 33.781250 1751521620.8831
MEM 33.781250 1751521620.9834
MEM 33.781250 1751521621.0837
MEM 33.781250 1751521621.1840
MEM 33.781250 1751521621.2843
MEM 33.781250 1751521621.3846
MEM 33.781250 1751521621.4849
MEM 33.781250 1751521621.5852
MEM 33.781250 1751521621.6856
MEM 33.781250 1751521621.7859
MEM 33.781250 1751521621.8862
MEM 33.781250 1751521621.9865
MEM 33.781250 1751521622.0868
MEM 33.781250 1751521622.1871
MEM 33.781250 1751521622.2874
MEM 33.781250 1751521622.3877
MEM 33.781250 1751521622.4880
MEM 33.781250 1751521622.5883
MEM 33.781250 1751521622.6887
MEM 33.781250 1751521622.7891
MEM 33.781250 1751521622.8893
MEM 33.781250 1751521622.9896
MEM 33.781250 1751521623.0900
MEM 33.781250 1751521623.1903
MEM 33.781250 1751521623.2906
MEM 33.781250 1751521623.3909
MEM 33.781250 1751521623.4912
MEM 33.781250 1751521623.5915
MEM 33.781250 1751521623.6918
MEM 33.781250 1751521623.7921
MEM 33.781250 1751521623.8924
MEM 33.781250 1751521623.9927
MEM 33.781250 1751521624.0930
MEM 33.781250 1751521624.1933
MEM 33.781250 1751521624.2936
MEM 33.781250 1751521624.3939
MEM 33.781250 1751521624.4942
MEM 33.781250 1751521624.5946
MEM 33.781250 1751521624.6949
MEM 33.781250 1751521624.7952
MEM 33.781250 1751521624.8955
MEM 33.781250 1751521624.9958
MEM 33.781250 1751521625.0961
MEM 33.781250 1751521625.1964
MEM 33.781250 1751521625.2967
MEM 33.781250 1751521625.3970
MEM 33.781250 1751521625.4974
MEM 33.781250 1751521625.5977
MEM 33.781250 1751521625.6979
MEM 33.781250 1751521625.7983
MEM 33.781250 1751521625.8986
MEM 33.781250 1751521625.9989
MEM 33.781250 1751521626.0992
MEM 33.781250 1751521626.1996
MEM 33.781250 1751521626.2999
MEM 33.781250 1751521626.4002
MEM 33.781250 1751521626.5006
MEM 33.781250 1751521626.6009
MEM 33.781250 1751521626.7012
MEM 33.781250 1751521626.8014
MEM 33.781250 1751521626.9017
MEM 33.781250 1751521627.0021
MEM 33.781250 1751521627.1025
MEM 33.781250 1751521627.2027
MEM 33.781250 1751521627.3031
MEM 33.781250 1751521627.4034
MEM 33.781250 1751521627.5037
MEM 33.781250 1751521627.6040
MEM 33.781250 1751521627.7044
MEM 33.781250 1751521627.8047
MEM 33.781250 1751521627.9049
MEM 33.781250 1751521628.0052
MEM 33.781250 1751521628.1056
MEM 33.781250 1751521628.2059
MEM 33.781250 1751521628.3062
MEM 33.781250 1751521628.4065
MEM 33.781250 1751521628.5068
MEM 33.781250 1751521628.6072
MEM 33.781250 1751521628.7075
MEM 33.781250 1751521628.8078
MEM 33.781250 1751521628.9081
MEM 33.781250 1751521629.0084
MEM 33.781250 1751521629.1087
MEM 33.781250 1751521629.2090
MEM 33.781250 1751521629.3093
MEM 33.781250 1751521629.4096
MEM 33.781250 1751521629.5099
MEM 33.781250 1751521629.6103
MEM 33.781250 1751521629.7106
MEM 33.781250 1751521629.8109
MEM 33.781250 1751521629.9112
MEM 33.781250 1751521630.0115
MEM 33.781250 1751521630.1117
MEM 33.781250 1751521630.2120
MEM 33.781250 1751521630.3123
MEM 33.781250 1751521630.4127
MEM 33.781250 1751521630.5130
MEM 33.781250 1751521630.6133
MEM 33.781250 1751521630.7136
MEM 33.781250 1751521630.8139
MEM 33.781250 1751521630.9142
MEM 33.781250 1751521631.0145
MEM 33.781250 1751521631.1148
MEM 33.781250 1751521631.2151
MEM 33.781250 1751521631.3154
MEM 33.781250 1751521631.4157
MEM 33.781250 1751521631.5160
MEM 33.781250 1751521631.6163
MEM 33.781250 1751521631.7167
MEM 33.781250 1751521631.8169
MEM 33.781250 1751521631.9172
MEM 33.781250 1751521632.0176
MEM 33.781250 1751521632.1179
MEM 33.781250 1751521632.2182
MEM 33.781250 1751521632.3185
MEM 33.781250 1751521632.4188
MEM 33.781250 1751521632.5191
MEM 33.781250 1751521632.6194
MEM 33.781250 1751521632.7197
MEM 33.781250 1751521632.8200
MEM 33.781250 1751521632.9203
MEM 33.781250 1751521633.0206
MEM 33.781250 1751521633.1209
MEM 33.781250 1751521633.2213
MEM 33.781250 1751521633.3216
MEM 33.781250 1751521633.4219
MEM 33.781250 1751521633.5222
MEM 33.781250 1751521633.6225
MEM 33.781250 1751521633.7228
MEM 33.781250 1751521633.8231
MEM 33.781250 1751521633.9234
MEM 33.781250 1751521634.0237
MEM 33.781250 1751521634.1240
MEM 33.781250 1751521634.2243
MEM 33.781250 1751521634.3246
MEM 33.781250 1751521634.4249
MEM 33.781250 1751521634.5252
MEM 33.781250 1751521634.6256
MEM 33.781250 1751521634.7259
MEM 33.781250 1751521634.8262
MEM 33.781250 1751521634.9265
MEM 33.781250 1751521635.0268
MEM 33.781250 1751521635.1271
MEM 33.781250 1751521635.2274
MEM 33.781250 1751521635.3277
MEM 33.781250 1751521635.4280
MEM 33.781250 1751521635.5283
MEM 33.781250 1751521635.6286
MEM 33.781250 1751521635.7289
MEM 33.781250 1751521635.8292
MEM 33.781250 1751521635.9295
MEM 33.781250 1751521636.0298
MEM 33.781250 1751521636.1301
MEM 33.781250 1751521636.2304
MEM 33.781250 1751521636.3307
MEM 33.781250 1751521636.4310
MEM 33.781250 1751521636.5313
MEM 33.781250 1751521636.6316
MEM 33.781250 1751521636.7319
MEM 33.781250 1751521636.8322
MEM 33.781250 1751521636.9325
MEM 33.781250 1751521637.0328
MEM 33.781250 1751521637.1331
MEM 33.781250 1751521637.2334
MEM 33.781250 1751521637.3337
MEM 33.781250 1751521637.4340
MEM 33.781250 1751521637.5343
MEM 33.781250 1751521637.6346
MEM 33.781250 1751521637.7350
MEM 33.781250 1751521637.8352
MEM 33.781250 1751521637.9356
MEM 33.781250 1751521638.0359
MEM 33.781250 1751521638.1362
MEM 33.781250 1751521638.2366
MEM 33.781250 1751521638.3369
MEM 33.781250 1751521638.4372
MEM 33.781250 1751521638.5375
MEM 33.781250 1751521638.6378
MEM 33.781250 1751521638.7381
MEM 33.781250 1751521638.8383
MEM 33.781250 1751521638.9386
MEM 33.781250 1751521639.0390
MEM 33.781250 1751521639.1393
MEM 33.781250 1751521639.2396
MEM 33.781250 1751521639.3399
MEM 33.781250 1751521639.4402
MEM 33.781250 1751521639.5405
MEM 33.781250 1751521639.6408
MEM 33.781250 1751521639.7411
MEM 33.781250 1751521639.8414
MEM 33.781250 1751521639.9417
MEM 33.781250 1751521640.0420
MEM 33.781250 1751521640.1423
MEM 33.781250 1751521640.2426
MEM 33.781250 1751521640.3429
MEM 33.781250 1751521640.4432
MEM 33.781250 1751521640.5435
MEM 33.781250 1751521640.6438
MEM 33.781250 1751521640.7442
MEM 33.781250 1751521640.8445
MEM 33.781250 1751521640.9448
MEM 33.781250 1751521641.0451
MEM 33.781250 1751521641.1454
MEM 33.781250 1751521641.2458
MEM 33.781250 1751521641.3461
MEM 33.781250 1751521641.4464
MEM 33.781250 1751521641.5467
MEM 33.781250 1751521641.6470
MEM 33.781250 1751521641.7473
MEM 33.781250 1751521641.8477
MEM 33.781250 1751521641.9480
MEM 33.781250 1751521642.0483
MEM 33.781250 1751521642.1486
MEM 33.781250 1751521642.2489
MEM 33.781250 1751521642.3492
MEM 33.781250 1751521642.4496
MEM 33.781250 1751521642.5499
MEM 33.781250 1751521642.6502
MEM 33.781250 1751521642.7505
MEM 33.781250 1751521642.8508
MEM 33.781250 1751521642.9511
MEM 33.781250 1751521643.0514
MEM 33.781250 1751521643.1518
MEM 33.781250 1751521643.2521
MEM 33.781250 1751521643.3525
MEM 33.781250 1751521643.4528
MEM 33.781250 1751521643.5531
MEM 33.781250 1751521643.6535
MEM 33.781250 1751521643.7538
MEM 33.781250 1751521643.8541
MEM 33.781250 1751521643.9544
MEM 33.781250 1751521644.0548
MEM 33.781250 1751521644.1551
MEM 33.781250 1751521644.2554
MEM 33.781250 1751521644.3557
MEM 33.781250 1751521644.4560
MEM 33.781250 1751521644.5564
MEM 33.781250 1751521644.6567
MEM 33.781250 1751521644.7570
MEM 33.781250 1751521644.8573
MEM 33.781250 1751521644.9577
MEM 33.781250 1751521645.0580
MEM 33.781250 1751521645.1583
MEM 33.781250 1751521645.2586
MEM 33.781250 1751521645.3590
MEM 33.781250 1751521645.4593
MEM 33.781250 1751521645.5596
MEM 33.781250 1751521645.6599
MEM 33.781250 1751521645.7603
MEM 33.781250 1751521645.8606
MEM 33.781250 1751521645.9609
MEM 33.781250 1751521646.0612
MEM 33.781250 1751521646.1615
MEM 33.781250 1751521646.2618
MEM 33.781250 1751521646.3621
MEM 33.781250 1751521646.4624
MEM 33.781250 1751521646.5627
MEM 33.781250 1751521646.6630
MEM 33.781250 1751521646.7633
MEM 33.781250 1751521646.8637
MEM 33.781250 1751521646.9640
MEM 33.781250 1751521647.0643
MEM 33.781250 1751521647.1646
MEM 33.781250 1751521647.2649
MEM 33.781250 1751521647.3653
MEM 33.781250 1751521647.4656
MEM 33.781250 1751521647.5659
MEM 33.781250 1751521647.6662
MEM 33.781250 1751521647.7666
MEM 33.781250 1751521647.8669
MEM 33.781250 1751521647.9672
MEM 33.781250 1751521648.0676
MEM 33.781250 1751521648.1679
MEM 33.781250 1751521648.2682
MEM 33.781250 1751521648.3685
MEM 33.781250 1751521648.4688
MEM 33.781250 1751521648.5691
MEM 33.781250 1751521648.6695
MEM 33.781250 1751521648.7697
MEM 33.781250 1751521648.8701
MEM 33.781250 1751521648.9704
MEM 33.781250 1751521649.0707
MEM 33.781250 1751521649.1710
MEM 33.781250 1751521649.2713
MEM 33.781250 1751521649.3716
MEM 33.781250 1751521649.4720
MEM 33.781250 1751521649.5723
MEM 33.781250 1751521649.6726
MEM 33.781250 1751521649.7729
MEM 33.781250 1751521649.8732
MEM 33.781250 1751521649.9736
MEM 33.781250 1751521650.0739
MEM 33.781250 1751521650.1743
MEM 33.781250 1751521650.2746
MEM 33.781250 1751521650.3749
