CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_systems.py
MEM 33.843750 1751521635.5897
MEM 33.843750 1751521635.6900
MEM 33.843750 1751521635.7904
MEM 33.843750 1751521635.8907
MEM 33.843750 1751521635.9911
MEM 33.843750 1751521636.0914
MEM 33.843750 1751521636.1918
MEM 33.843750 1751521636.2921
MEM 33.843750 1751521636.3924
MEM 33.843750 1751521636.4927
MEM 33.843750 1751521636.5931
MEM 33.843750 1751521636.6934
MEM 33.843750 1751521636.7937
MEM 33.843750 1751521636.8941
MEM 33.843750 1751521636.9944
MEM 33.843750 1751521637.0947
MEM 33.843750 1751521637.1951
MEM 33.843750 1751521637.2954
MEM 33.843750 1751521637.3958
MEM 33.843750 1751521637.4961
MEM 33.843750 1751521637.5964
MEM 33.843750 1751521637.6968
MEM 33.843750 1751521637.7971
MEM 33.843750 1751521637.8974
MEM 33.843750 1751521637.9978
MEM 33.843750 1751521638.0981
MEM 33.843750 1751521638.1985
MEM 33.843750 1751521638.2988
MEM 33.843750 1751521638.3991
MEM 33.843750 1751521638.4994
MEM 33.843750 1751521638.5998
MEM 33.843750 1751521638.7001
MEM 33.843750 1751521638.8005
MEM 33.843750 1751521638.9008
MEM 33.843750 1751521639.0011
MEM 33.843750 1751521639.1014
MEM 33.843750 1751521639.2018
MEM 33.843750 1751521639.3021
MEM 33.843750 1751521639.4025
MEM 33.843750 1751521639.5028
MEM 33.843750 1751521639.6031
MEM 33.843750 1751521639.7034
MEM 33.843750 1751521639.8037
MEM 33.843750 1751521639.9041
MEM 33.843750 1751521640.0044
MEM 33.843750 1751521640.1047
MEM 33.843750 1751521640.2051
MEM 33.843750 1751521640.3054
MEM 33.843750 1751521640.4057
MEM 33.843750 1751521640.5060
MEM 33.843750 1751521640.6064
MEM 33.843750 1751521640.7067
MEM 33.843750 1751521640.8070
MEM 33.843750 1751521640.9073
MEM 33.843750 1751521641.0077
MEM 33.843750 1751521641.1080
MEM 33.843750 1751521641.2083
MEM 33.843750 1751521641.3087
MEM 33.843750 1751521641.4090
MEM 33.843750 1751521641.5094
MEM 33.843750 1751521641.6097
MEM 33.843750 1751521641.7100
MEM 33.843750 1751521641.8103
MEM 33.843750 1751521641.9107
MEM 33.843750 1751521642.0110
MEM 33.843750 1751521642.1113
MEM 33.843750 1751521642.2117
MEM 33.843750 1751521642.3120
MEM 33.843750 1751521642.4123
MEM 33.843750 1751521642.5126
MEM 33.843750 1751521642.6130
MEM 33.843750 1751521642.7133
MEM 33.843750 1751521642.8136
MEM 33.843750 1751521642.9140
MEM 33.843750 1751521643.0143
MEM 33.843750 1751521643.1146
MEM 33.843750 1751521643.2150
MEM 33.843750 1751521643.3153
MEM 33.843750 1751521643.4156
MEM 33.843750 1751521643.5159
MEM 33.843750 1751521643.6162
MEM 33.843750 1751521643.7165
MEM 33.843750 1751521643.8169
MEM 33.843750 1751521643.9173
MEM 33.843750 1751521644.0176
MEM 33.843750 1751521644.1180
MEM 33.843750 1751521644.2183
MEM 33.843750 1751521644.3186
MEM 33.843750 1751521644.4191
MEM 33.843750 1751521644.5220
MEM 33.843750 1751521644.6223
MEM 33.843750 1751521644.7226
MEM 33.843750 1751521644.8230
MEM 33.843750 1751521644.9233
MEM 33.843750 1751521645.0236
MEM 33.843750 1751521645.1240
MEM 33.843750 1751521645.2243
MEM 33.843750 1751521645.3246
MEM 33.843750 1751521645.4250
MEM 33.843750 1751521645.5253
MEM 33.843750 1751521645.6257
MEM 33.843750 1751521645.7261
MEM 33.843750 1751521645.8264
MEM 33.843750 1751521645.9267
MEM 33.843750 1751521646.0271
MEM 33.843750 1751521646.1274
MEM 33.843750 1751521646.2277
MEM 33.843750 1751521646.3281
MEM 33.843750 1751521646.4284
MEM 33.843750 1751521646.5287
MEM 33.843750 1751521646.6290
MEM 33.843750 1751521646.7294
MEM 33.843750 1751521646.8297
MEM 33.843750 1751521646.9301
MEM 33.843750 1751521647.0304
MEM 33.843750 1751521647.1307
MEM 33.843750 1751521647.2311
MEM 33.843750 1751521647.3314
MEM 33.843750 1751521647.4317
MEM 33.843750 1751521647.5321
MEM 33.843750 1751521647.6324
MEM 33.843750 1751521647.7328
MEM 33.843750 1751521647.8331
MEM 33.843750 1751521647.9334
MEM 33.843750 1751521648.0338
MEM 33.843750 1751521648.1341
MEM 33.843750 1751521648.2345
MEM 33.843750 1751521648.3348
MEM 33.843750 1751521648.4351
MEM 33.843750 1751521648.5355
MEM 33.843750 1751521648.6358
MEM 33.843750 1751521648.7362
MEM 33.843750 1751521648.8365
MEM 33.843750 1751521648.9369
MEM 33.843750 1751521649.0372
MEM 33.843750 1751521649.1375
MEM 33.843750 1751521649.2379
MEM 33.843750 1751521649.3382
MEM 33.843750 1751521649.4386
MEM 33.843750 1751521649.5389
MEM 33.843750 1751521649.6393
MEM 33.843750 1751521649.7396
MEM 33.843750 1751521649.8400
MEM 33.843750 1751521649.9403
MEM 33.843750 1751521650.0407
MEM 33.843750 1751521650.1410
MEM 33.843750 1751521650.2413
MEM 33.843750 1751521650.3417
MEM 33.843750 1751521650.4420
MEM 33.843750 1751521650.5424
MEM 33.843750 1751521650.6427
MEM 33.843750 1751521650.7431
MEM 33.843750 1751521650.8434
MEM 33.843750 1751521650.9438
MEM 33.843750 1751521651.0441
MEM 33.843750 1751521651.1445
MEM 33.843750 1751521651.2448
MEM 33.843750 1751521651.3452
MEM 33.843750 1751521651.4455
MEM 33.843750 1751521651.5459
MEM 33.843750 1751521651.6463
MEM 33.843750 1751521651.7466
MEM 33.843750 1751521651.8470
MEM 33.843750 1751521651.9473
MEM 33.843750 1751521652.0476
MEM 33.843750 1751521652.1480
MEM 33.843750 1751521652.2483
MEM 33.843750 1751521652.3486
MEM 33.843750 1751521652.4490
MEM 33.843750 1751521652.5494
MEM 33.843750 1751521652.6497
MEM 33.843750 1751521652.7501
MEM 33.843750 1751521652.8505
MEM 33.843750 1751521652.9508
MEM 33.843750 1751521653.0512
MEM 33.843750 1751521653.1515
MEM 33.843750 1751521653.2519
MEM 33.843750 1751521653.3522
MEM 33.843750 1751521653.4525
MEM 33.843750 1751521653.5529
MEM 33.843750 1751521653.6533
MEM 33.843750 1751521653.7536
MEM 33.843750 1751521653.8540
MEM 33.843750 1751521653.9543
MEM 33.843750 1751521654.0546
MEM 33.843750 1751521654.1550
MEM 33.843750 1751521654.2553
MEM 33.843750 1751521654.3557
MEM 33.843750 1751521654.4560
MEM 33.843750 1751521654.5564
MEM 33.843750 1751521654.6567
MEM 33.843750 1751521654.7571
MEM 33.843750 1751521654.8574
MEM 33.843750 1751521654.9577
MEM 33.843750 1751521655.0581
MEM 33.843750 1751521655.1584
MEM 33.843750 1751521655.2587
MEM 33.843750 1751521655.3591
MEM 33.843750 1751521655.4594
MEM 33.843750 1751521655.5598
MEM 33.843750 1751521655.6601
MEM 33.843750 1751521655.7605
MEM 33.843750 1751521655.8608
MEM 33.843750 1751521655.9612
MEM 33.843750 1751521656.0615
MEM 33.843750 1751521656.1619
MEM 33.843750 1751521656.2622
MEM 33.843750 1751521656.3626
MEM 33.843750 1751521656.4629
MEM 33.843750 1751521656.5633
MEM 33.843750 1751521656.6636
MEM 33.843750 1751521656.7639
MEM 33.843750 1751521656.8643
MEM 33.843750 1751521656.9646
MEM 33.843750 1751521657.0650
MEM 33.843750 1751521657.1653
MEM 33.843750 1751521657.2657
MEM 33.843750 1751521657.3660
MEM 33.843750 1751521657.4663
MEM 33.843750 1751521657.5667
MEM 33.843750 1751521657.6670
MEM 33.843750 1751521657.7674
MEM 33.843750 1751521657.8677
MEM 33.843750 1751521657.9681
MEM 33.843750 1751521658.0684
MEM 33.843750 1751521658.1687
MEM 33.843750 1751521658.2691
MEM 33.843750 1751521658.3694
MEM 33.843750 1751521658.4697
MEM 33.843750 1751521658.5701
MEM 33.843750 1751521658.6704
MEM 33.843750 1751521658.7707
MEM 33.843750 1751521658.8711
MEM 33.843750 1751521658.9714
MEM 33.843750 1751521659.0717
MEM 33.843750 1751521659.1720
MEM 33.843750 1751521659.2724
MEM 33.843750 1751521659.3728
MEM 33.843750 1751521659.4731
MEM 33.843750 1751521659.5734
MEM 33.843750 1751521659.6738
MEM 33.843750 1751521659.7741
MEM 33.843750 1751521659.8744
MEM 33.843750 1751521659.9748
MEM 33.843750 1751521660.0751
MEM 33.843750 1751521660.1754
MEM 33.843750 1751521660.2758
MEM 33.843750 1751521660.3761
MEM 33.843750 1751521660.4765
MEM 33.843750 1751521660.5768
MEM 33.843750 1751521660.6771
MEM 33.843750 1751521660.7775
MEM 33.843750 1751521660.8779
MEM 33.843750 1751521660.9782
MEM 33.843750 1751521661.0786
MEM 33.843750 1751521661.1789
MEM 33.843750 1751521661.2793
MEM 33.843750 1751521661.3796
MEM 33.843750 1751521661.4800
MEM 33.843750 1751521661.5803
MEM 33.843750 1751521661.6807
MEM 33.843750 1751521661.7810
MEM 33.843750 1751521661.8814
MEM 33.843750 1751521661.9817
MEM 33.843750 1751521662.0821
MEM 33.843750 1751521662.1824
MEM 33.843750 1751521662.2827
MEM 33.843750 1751521662.3831
MEM 33.843750 1751521662.4834
MEM 33.843750 1751521662.5837
MEM 33.843750 1751521662.6841
MEM 33.843750 1751521662.7844
MEM 33.843750 1751521662.8847
MEM 33.843750 1751521662.9851
MEM 33.843750 1751521663.0854
MEM 33.843750 1751521663.1857
MEM 33.843750 1751521663.2861
MEM 33.843750 1751521663.3864
MEM 33.843750 1751521663.4867
MEM 33.843750 1751521663.5872
MEM 33.843750 1751521663.6875
MEM 33.843750 1751521663.7878
MEM 33.843750 1751521663.8882
MEM 33.843750 1751521663.9885
MEM 33.843750 1751521664.0889
MEM 33.843750 1751521664.1892
MEM 33.843750 1751521664.2895
MEM 33.843750 1751521664.3899
MEM 33.843750 1751521664.4902
MEM 33.843750 1751521664.5906
MEM 33.843750 1751521664.6910
MEM 33.843750 1751521664.7913
MEM 33.843750 1751521664.8916
MEM 33.843750 1751521664.9919
MEM 33.843750 1751521665.0923
MEM 33.843750 1751521665.1926
MEM 33.843750 1751521665.2930
MEM 33.843750 1751521665.3933
MEM 33.843750 1751521665.4936
MEM 33.843750 1751521665.5940
MEM 33.843750 1751521665.6943
MEM 33.843750 1751521665.7947
MEM 33.843750 1751521665.8950
MEM 33.843750 1751521665.9954
MEM 33.843750 1751521666.0957
MEM 33.843750 1751521666.1961
MEM 33.843750 1751521666.2964
MEM 33.843750 1751521666.3967
MEM 33.843750 1751521666.4971
MEM 33.843750 1751521666.5974
MEM 33.843750 1751521666.6977
MEM 33.843750 1751521666.7981
MEM 33.843750 1751521666.8984
MEM 33.843750 1751521666.9987
MEM 33.843750 1751521667.0991
MEM 33.843750 1751521667.1994
MEM 33.843750 1751521667.2997
MEM 33.843750 1751521667.4001
MEM 33.843750 1751521667.5004
MEM 33.843750 1751521667.6007
MEM 33.843750 1751521667.7011
MEM 33.843750 1751521667.8014
MEM 33.843750 1751521667.9018
MEM 33.843750 1751521668.0021
MEM 33.843750 1751521668.1024
MEM 33.843750 1751521668.2028
MEM 33.843750 1751521668.3031
MEM 33.843750 1751521668.4034
MEM 33.843750 1751521668.5037
MEM 33.843750 1751521668.6041
MEM 33.843750 1751521668.7044
MEM 33.843750 1751521668.8047
MEM 33.843750 1751521668.9051
MEM 33.843750 1751521669.0054
MEM 33.843750 1751521669.1057
MEM 33.843750 1751521669.2061
MEM 33.843750 1751521669.3064
MEM 33.843750 1751521669.4067
MEM 33.843750 1751521669.5071
MEM 33.843750 1751521669.6074
MEM 33.843750 1751521669.7078
MEM 33.843750 1751521669.8081
MEM 33.843750 1751521669.9084
MEM 33.843750 1751521670.0087
MEM 33.843750 1751521670.1091
MEM 33.843750 1751521670.2094
MEM 33.843750 1751521670.3097
MEM 33.843750 1751521670.4101
MEM 33.843750 1751521670.5104
MEM 33.843750 1751521670.6107
MEM 33.843750 1751521670.7110
MEM 33.843750 1751521670.8113
MEM 33.843750 1751521670.9116
MEM 33.843750 1751521671.0120
MEM 33.843750 1751521671.1130
MEM 33.843750 1751521671.2133
MEM 33.843750 1751521671.3137
MEM 33.843750 1751521671.4141
MEM 33.843750 1751521671.5144
MEM 33.843750 1751521671.6147
MEM 33.843750 1751521671.7151
MEM 33.843750 1751521671.8154
MEM 33.843750 1751521671.9157
MEM 33.843750 1751521672.0161
MEM 33.843750 1751521672.1164
MEM 33.843750 1751521672.2168
MEM 33.843750 1751521672.3171
MEM 33.843750 1751521672.4174
MEM 33.843750 1751521672.5178
MEM 33.843750 1751521672.6181
MEM 33.843750 1751521672.7184
MEM 33.843750 1751521672.8188
MEM 33.843750 1751521672.9191
MEM 33.843750 1751521673.0194
MEM 33.843750 1751521673.1198
MEM 33.843750 1751521673.2202
MEM 33.843750 1751521673.3205
MEM 33.843750 1751521673.4209
MEM 33.843750 1751521673.5212
MEM 33.843750 1751521673.6216
MEM 33.843750 1751521673.7219
MEM 33.843750 1751521673.8223
MEM 33.843750 1751521673.9226
MEM 33.843750 1751521674.0230
MEM 33.843750 1751521674.1233
MEM 33.843750 1751521674.2237
MEM 33.843750 1751521674.3240
MEM 33.843750 1751521674.4244
MEM 33.843750 1751521674.5247
MEM 33.843750 1751521674.6251
MEM 33.843750 1751521674.7254
MEM 33.843750 1751521674.8258
MEM 33.843750 1751521674.9261
MEM 33.843750 1751521675.0265
MEM 33.843750 1751521675.1268
MEM 33.843750 1751521675.2272
MEM 33.843750 1751521675.3275
MEM 33.843750 1751521675.4279
MEM 33.843750 1751521675.5283
MEM 33.843750 1751521675.6286
MEM 33.843750 1751521675.7290
MEM 33.843750 1751521675.8293
MEM 33.843750 1751521675.9296
MEM 33.843750 1751521676.0300
MEM 33.843750 1751521676.1303
MEM 33.843750 1751521676.2307
MEM 33.843750 1751521676.3310
MEM 33.843750 1751521676.4314
MEM 33.843750 1751521676.5317
MEM 33.843750 1751521676.6321
MEM 33.843750 1751521676.7324
MEM 33.843750 1751521676.8327
MEM 33.843750 1751521676.9331
MEM 33.843750 1751521677.0335
MEM 33.843750 1751521677.1338
MEM 33.843750 1751521677.2342
MEM 33.843750 1751521677.3345
MEM 33.843750 1751521677.4348
MEM 33.843750 1751521677.5352
MEM 33.843750 1751521677.6355
MEM 33.843750 1751521677.7359
MEM 33.843750 1751521677.8362
MEM 33.843750 1751521677.9365
MEM 33.843750 1751521678.0368
MEM 33.843750 1751521678.1372
MEM 33.843750 1751521678.2376
MEM 33.843750 1751521678.3380
MEM 33.843750 1751521678.4383
