CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1752203340.2438
MEM 21.265625 1752203340.3448
MEM 22.968750 1752203340.4451
MEM 22.968750 1752203340.5454
MEM 22.968750 1752203340.6456
MEM 22.968750 1752203340.7467
MEM 22.968750 1752203340.8470
MEM 22.968750 1752203340.9473
MEM 22.968750 1752203341.0476
MEM 22.968750 1752203341.1479
MEM 22.968750 1752203341.2482
MEM 22.968750 1752203341.3485
