CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_heterodimerization_small.py
MEM 0.277344 1752807611.6211
MEM 23.816406 1752807611.7214
MEM 29.500000 1752807611.8217
MEM 30.308594 1752807611.9220
MEM 30.964844 1752807612.0233
MEM 34.339844 1752807612.1236
MEM 34.589844 1752807612.2239
MEM 34.714844 1752807612.3242
MEM 34.714844 1752807612.4245
