CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.281250 1751584283.7823
MEM 23.062500 1751584283.8826
MEM 23.062500 1751584283.9828
MEM 23.062500 1751584284.0831
MEM 23.062500 1751584284.1834
MEM 23.062500 1751584284.2838
MEM 23.062500 1751584284.3841
MEM 23.062500 1751584284.4844
MEM 23.062500 1751584284.5847
MEM 23.062500 1751584284.6850
MEM 23.062500 1751584284.7853
