CMDLINE /home/runner/work/kappybara/kappybara/.venv/bin/python profile_dummy.py
MEM 0.441406 1751612005.2830
MEM 23.089844 1751612005.3833
MEM 23.089844 1751612005.4837
MEM 23.089844 1751612005.5840
MEM 23.089844 1751612005.6843
MEM 23.089844 1751612005.7846
MEM 23.089844 1751612005.8849
MEM 23.089844 1751612005.9852
MEM 23.089844 1751612006.0855
MEM 23.089844 1751612006.1858
MEM 23.089844 1751612006.2861
MEM 0.000000 1751612006.3864
